objectid,cat1,cat2,cat3,cat3,cat4,cat5
40831,card, Economic, Medieval, Adaptation,NaN,NaN
255615,Animals, Bluffing, Negotiation, Party Game,NaN,NaN
8124,Economic, industry_manuf,NaN,NaN,NaN,NaN
58602,Trains,NaN,NaN,NaN,NaN,NaN
147,Economic, industry_manuf,NaN,NaN,NaN,NaN
232520,American West,NaN,NaN,NaN,NaN,NaN
188314,Territory Building, War,NaN,NaN,NaN,NaN
181960,card, Fantasy,NaN,NaN,NaN,NaN
181761,card,NaN,NaN,NaN,NaN,NaN
257759,Exploration,NaN,NaN,NaN,NaN,NaN
35350,Ancient, War,NaN,NaN,NaN,NaN
1770,Fighting, Horror, Adaptation, Sci_Fi,NaN,NaN
4174,Bluffing, card, Humor, War, Negotiation, Party Game
30539,Animals, Bluffing, Party Game, Pirates, Racing,NaN
22398,Educational, Travel,NaN,NaN,NaN,NaN
17449,Adventure, Fantasy, Mythology, Adaptation,NaN,NaN
22551,Adaptation, Sci_Fi, War,NaN,NaN,NaN
248949,Adventure, Exploration, Fantasy, Miniatures, War, Adaptation
2639,War, War,NaN,NaN,NaN,NaN
11949,War, War,NaN,NaN,NaN,NaN
135649,Animals, Childrens Game, Dice, Adaptation,NaN,NaN
1293,Dice, Real-time, Word Game,NaN,NaN,NaN
176565,strategy, card,NaN,NaN,NaN,NaN
3267,Exploration, Renaissance,NaN,NaN,NaN,NaN
177659,Bluffing, Economic, industry_manuf, War, secret_agent,NaN
299,Ancient, Book, Medieval, Miniatures, War,NaN
193210,Dice,NaN,NaN,NaN,NaN,NaN
1265,card, murder_mystery,NaN,NaN,NaN,NaN
117942,Animals, Dice,NaN,NaN,NaN,NaN
1260,card,NaN,NaN,NaN,NaN,NaN
184491,card, Real-time, Sci_Fi, Space Exploration,NaN,NaN
827,Ancient,NaN,NaN,NaN,NaN,NaN
108722,Fantasy, Fighting, Miniatures, War, Pirates, War
132428,Fighting, Miniatures, Adaptation,NaN,NaN,NaN
248900,Farming, industry_manuf, Territory Building,NaN,NaN,NaN
58,Bluffing, Exploration, Fantasy, Territory Building, War,NaN
214484,Adventure, Exploration, Fantasy, Fighting, Puzzle, Travel
18500,Fantasy, Maze, Racing,NaN,NaN,NaN
39242,Economic,NaN,NaN,NaN,NaN,NaN
635,card, Dice, Racing,NaN,NaN,NaN
124668,Fantasy, Adaptation, War,NaN,NaN,NaN
155451,Medieval, Miniatures, Sports,NaN,NaN,NaN
35614,War, War, Political, War,NaN,NaN
137776,Ancient, City Building, Economic,NaN,NaN,NaN
141791,card,NaN,NaN,NaN,NaN,NaN
172155,card, Fantasy,NaN,NaN,NaN,NaN
153,card,NaN,NaN,NaN,NaN,NaN
142271,card, Party Game, Word Game,NaN,NaN,NaN
124380,Humor, Party Game, Post-War, Real-time,NaN,NaN
41569,Renaissance,NaN,NaN,NaN,NaN,NaN
5205,Fighting, Sci_Fi, War,NaN,NaN,NaN
284760,card, Fantasy, Adaptation, Mythology,NaN,NaN
66837,Economic, Trains,NaN,NaN,NaN,NaN
31722,Economic, Trains,NaN,NaN,NaN,NaN
177249,card, industry_manuf, War,NaN,NaN,NaN
202288,card, Renaissance,NaN,NaN,NaN,NaN
169,card, Sports,NaN,NaN,NaN,NaN
31790,War, War, War,NaN,NaN,NaN
230342,card, Horror, Sci_Fi,NaN,NaN,NaN
182351,Dice, Fantasy,NaN,NaN,NaN,NaN
33107,Bluffing, Medieval, Negotiation,NaN,NaN,NaN
19996,Dexterity, Childrens Game, Fantasy,NaN,NaN,NaN
140125,card, Dice, Exploration, Fantasy,NaN,NaN
155708,Fantasy, Medieval,NaN,NaN,NaN,NaN
24509,card, Medieval, Renaissance,NaN,NaN,NaN
7806,Bluffing, Deduction, Renaissance,NaN,NaN,NaN
32441,Party Game, Trivia,NaN,NaN,NaN,NaN
1758,Adventure, Exploration, Fantasy, Fighting, Miniatures,NaN
14083,War, War,NaN,NaN,NaN,NaN
168433,Fantasy, Miniatures, Sci_Fi,NaN,NaN,NaN
142854,Medical, Puzzle,NaN,NaN,NaN,NaN
97915,Animals, Environmental, Prehistoric,NaN,NaN,NaN
83040,Racing, Sports,NaN,NaN,NaN,NaN
19948,Dice, Miniatures, Pirates,NaN,NaN,NaN
3409,War, War,NaN,NaN,NaN,NaN
206327,Fantasy, Medieval,NaN,NaN,NaN,NaN
4583,card,NaN,NaN,NaN,NaN,NaN
162559,card, Fantasy, Humor,NaN,NaN,NaN
182082,Farming,NaN,NaN,NaN,NaN,NaN
229414,Economic, Renaissance,NaN,NaN,NaN,NaN
17484,War, War, War,NaN,NaN,NaN
35285,Economic, Trains, Transportation,NaN,NaN,NaN
267127,Aviation, card, Dice, Fantasy,NaN,NaN
815,Bluffing, card, Deduction, Educational, Political, Sci_Fi
73664,card,NaN,NaN,NaN,NaN,NaN
420,Economic, Trains, Transportation,NaN,NaN,NaN
191055,strategy, Animals,NaN,NaN,NaN,NaN
156442,Sci_Fi,NaN,NaN,NaN,NaN,NaN
3234,Economic,NaN,NaN,NaN,NaN,NaN
280789,Real-time,NaN,NaN,NaN,NaN,NaN
215371,Deduction, Party Game, Word Game,NaN,NaN,NaN
216199,card, Fantasy, Humor,NaN,NaN,NaN
272427,Ancient,NaN,NaN,NaN,NaN,NaN
271088,Ancient,NaN,NaN,NaN,NaN,NaN
152237,card,NaN,NaN,NaN,NaN,NaN
37231,City Building, Medieval,NaN,NaN,NaN,NaN
36367,Miniatures, Sci_Fi, War,NaN,NaN,NaN
228133,card, Fantasy,NaN,NaN,NaN,NaN
251890,Medieval, Territory Building,NaN,NaN,NaN,NaN
252877,War,NaN,NaN,NaN,NaN,NaN
127095,Exploration, Prehistoric,NaN,NaN,NaN,NaN
6613,Aviation, War, War, War,NaN,NaN
32165,Economic, Farming,NaN,NaN,NaN,NaN
224316,Exploration, Print & Play, Puzzle, Real-time,NaN,NaN
3263,War, War,NaN,NaN,NaN,NaN
78954,Adventure, Adaptation, Renaissance,NaN,NaN,NaN
38872,Aviation, Economic, Transportation, Travel,NaN,NaN
37301,card, Game System, Print & Play,NaN,NaN,NaN
232595,Fighting,NaN,NaN,NaN,NaN,NaN
96713,American West, City Building,NaN,NaN,NaN,NaN
19854,Adaptation, Sci_Fi, War,NaN,NaN,NaN
140519,Adventure, Fantasy, Miniatures,NaN,NaN,NaN
44,card,NaN,NaN,NaN,NaN,NaN
178944,card, Civilization, Fantasy, Miniatures, Territory Building,NaN
68076,War, War,NaN,NaN,NaN,NaN
258308,Dice,NaN,NaN,NaN,NaN,NaN
207991,Adventure, Exploration, Fantasy, Miniatures, Puzzle, Racing
84838,card, Fantasy, Fighting,NaN,NaN,NaN
176524,Dice, Fighting, War,NaN,NaN,NaN
3605,War, War,NaN,NaN,NaN,NaN
12681,Civilization, Economic,NaN,NaN,NaN,NaN
181260,City Building,NaN,NaN,NaN,NaN,NaN
37165,Fighting, Miniatures, Sci_Fi,NaN,NaN,NaN
177197,strategy, Fantasy, Territory Building,NaN,NaN,NaN
56885,Bluffing, Deduction, Horror, murder_mystery, Party Game,NaN
163640,card, Civilization, Print & Play, Sci_Fi, Space Exploration,NaN
114387,card, Exploration, Travel,NaN,NaN,NaN
2381,Party Game, Real-time, Word Game,NaN,NaN,NaN
245353,American West, card, Deduction, Exploration, Puzzle, Real-time
84772,Economic, Travel,NaN,NaN,NaN,NaN
21641,City Building, Dice,NaN,NaN,NaN,NaN
210900,strategy, Puzzle, Territory Building,NaN,NaN,NaN
134520,Aviation, War, War,NaN,NaN,NaN
24920,War, War,NaN,NaN,NaN,NaN
122889,Economic, Political, Renaissance,NaN,NaN,NaN
79073,card, Horror, Adaptation, Zombies,NaN,NaN
150926,Ancient, City Building, Civilization, Dice,NaN,NaN
175695,City Building,NaN,NaN,NaN,NaN,NaN
20022,strategy, Territory Building,NaN,NaN,NaN,NaN
257,Humor, murder_mystery,NaN,NaN,NaN,NaN
464,strategy, Animals, Racing,NaN,NaN,NaN
3348,Trains,NaN,NaN,NaN,NaN,NaN
149853,strategy, Animals, card,NaN,NaN,NaN
167698,Fantasy, Miniatures, War,NaN,NaN,NaN
144734,Adaptation, Fantasy,NaN,NaN,NaN,NaN
93538,Miniatures, Sci_Fi, War,NaN,NaN,NaN
10788,Ancient, War,NaN,NaN,NaN,NaN
245655,Fantasy, Negotiation,NaN,NaN,NaN,NaN
138788,Dice, Fantasy, Fighting,NaN,NaN,NaN
265402,Fantasy, Territory Building,NaN,NaN,NaN,NaN
180901,Medieval,NaN,NaN,NaN,NaN,NaN
76674,Territory Building, Trains,NaN,NaN,NaN,NaN
234931,card, Dice, Expansion for Base-game, Adaptation,NaN,NaN
172546,industry_manuf, Renaissance,NaN,NaN,NaN,NaN
246297,Animals, Deduction, Exploration, Party Game, Racing, Real-time
131118,Ancient, Mythology,NaN,NaN,NaN,NaN
3655,Ancient, Civilization, Religious,NaN,NaN,NaN
5942,card, Mafia,NaN,NaN,NaN,NaN
2238,War, War,NaN,NaN,NaN,NaN
125977,Political, War, War,NaN,NaN,NaN
56707,Economic, Medieval,NaN,NaN,NaN,NaN
120605,card, Fighting, Sci_Fi,NaN,NaN,NaN
15033,Aviation, Exploration,NaN,NaN,NaN,NaN
258210,War, War,NaN,NaN,NaN,NaN
105624,Animals, Dice, Memory, Mythology,NaN,NaN
192834,Ancient, card, Mythology,NaN,NaN,NaN
1597,Racing, Trains, Transportation,NaN,NaN,NaN
102148,Deduction, murder_mystery, secret_agent,NaN,NaN,NaN
177079,card, Fantasy,NaN,NaN,NaN,NaN
108044,card, Humor, Sci_Fi,NaN,NaN,NaN
179071,APE Games, Cube Factory of Ideas,NaN,NaN,NaN,NaN
79131,Adventure, Adaptation, Sci_Fi, Space Exploration,NaN,NaN
129122,War, War,NaN,NaN,NaN,NaN
133956,Economic, War, War,NaN,NaN,NaN
97357,City Building,NaN,NaN,NaN,NaN,NaN
231484,card, Fantasy,NaN,NaN,NaN,NaN
422,Economic, Trains,NaN,NaN,NaN,NaN
34320,Pirates,NaN,NaN,NaN,NaN,NaN
247104,Fantasy, Fighting, Miniatures, Sports,NaN,NaN
25794,Collectible, Dice, Miniatures, War, War, War
69601,Economic, Trains,NaN,NaN,NaN,NaN
130792,Bluffing, Childrens Game, Dice, Fantasy,NaN,NaN
173047,Animals, card,NaN,NaN,NaN,NaN
35342,Age of Reason, American Revolutionary War, War,NaN,NaN,NaN
231819,Deduction, Fighting, War,NaN,NaN,NaN
223779,card, Sci_Fi, Space Exploration,NaN,NaN,NaN
272380,strategy,NaN,NaN,NaN,NaN,NaN
65673,card, Political, Renaissance,NaN,NaN,NaN
39813,strategy, Dice,NaN,NaN,NaN,NaN
33003,War, War,NaN,NaN,NaN,NaN
218129,Dexterity, Puzzle,NaN,NaN,NaN,NaN
190639,Animals, card,NaN,NaN,NaN,NaN
4616,strategy, Animals, Fighting,NaN,NaN,NaN
174155,Economic,NaN,NaN,NaN,NaN,NaN
249746,Bluffing, City Building, Deduction, Miniatures, Post-War,NaN
68228,card, Trains,NaN,NaN,NaN,NaN
139245,City Building, Sci_Fi, Territory Building,NaN,NaN,NaN
189453,2019 Mensa Select Winner,NaN,NaN,NaN,NaN,NaN
212765,strategy, Animals, card,NaN,NaN,NaN
107190,card, Fantasy, Fighting,NaN,NaN,NaN
235817,card, Economic, Space Exploration,NaN,NaN,NaN
103132,card, Economic,NaN,NaN,NaN,NaN
143096,Fighting, Horror, Humor, Adult,NaN,NaN
148532,Dexterity, Real-time,NaN,NaN,NaN,NaN
56786,Animals, Bluffing, card,NaN,NaN,NaN
84469,Economic, Farming, Medieval,NaN,NaN,NaN
266966,card, Dice, Fantasy, Fighting,NaN,NaN
149119,Farming, Mythology,NaN,NaN,NaN,NaN
117914,Territory Building,NaN,NaN,NaN,NaN,NaN
178134,Horror, murder_mystery, Real-time,NaN,NaN,NaN
25674,City Building, Fantasy, Medieval, Territory Building,NaN,NaN
127493,Book, Miniatures, War, War,NaN,NaN
177965,Fantasy, Humor, Racing,NaN,NaN,NaN
184346,Bluffing, card, Deduction,NaN,NaN,NaN
258074,card, Fantasy,NaN,NaN,NaN,NaN
251053,Transportation,NaN,NaN,NaN,NaN,NaN
208775,Dice,NaN,NaN,NaN,NaN,NaN
170199,Civilization, Dice, Economic, Exploration, Sci_Fi,NaN
30,Adventure, Electronic, Exploration, Fantasy, Fighting,NaN
253398,card, Exploration,NaN,NaN,NaN,NaN
154173,Medieval,NaN,NaN,NaN,NaN,NaN
41490,Aviation, War, War, War,NaN,NaN
2795,Fighting, Racing, Sci_Fi, Sports, War,NaN
174614,strategy, Bluffing, Deduction, Puzzle,NaN,NaN
152899,card, Fantasy, Fighting, Adaptation,NaN,NaN
200,Exploration,NaN,NaN,NaN,NaN,NaN
129320,Dice, Medieval,NaN,NaN,NaN,NaN
9,Exploration,NaN,NaN,NaN,NaN,NaN
160968,Deduction, Adaptation, secret_agent,NaN,NaN,NaN
20806,Animals, card, Fantasy,NaN,NaN,NaN
1017,City Building,NaN,NaN,NaN,NaN,NaN
137397,Dexterity, Ancient,NaN,NaN,NaN,NaN
68858,card,NaN,NaN,NaN,NaN,NaN
1561,Deduction, murder_mystery,NaN,NaN,NaN,NaN
192947,card,NaN,NaN,NaN,NaN,NaN
139562,Economic, Exploration, industry_manuf, Number,NaN,NaN
231999,card, Memory, Puzzle,NaN,NaN,NaN
19679,Book, Fantasy, Miniatures,NaN,NaN,NaN
5795,card,NaN,NaN,NaN,NaN,NaN
329,War, War,NaN,NaN,NaN,NaN
155173,City Building,NaN,NaN,NaN,NaN,NaN
10081,War, War,NaN,NaN,NaN,NaN
6366,Adventure, Exploration, Fantasy, Fighting, Miniatures,NaN
246201,American War, War,NaN,NaN,NaN,NaN
38032,Ancient, Arabian, card, Economic,NaN,NaN
115293,Sci_Fi, War,NaN,NaN,NaN,NaN
444,Childrens Game, Racing,NaN,NaN,NaN,NaN
437,Childrens Game, Fantasy, Maze, Puzzle,NaN,NaN
156266,Animals, card, Prehistoric,NaN,NaN,NaN
228668,Adventure, Exploration, Fantasy, Miniatures,NaN,NaN
165662,strategy, Animals, Puzzle,NaN,NaN,NaN
159469,card, Medieval, Political,NaN,NaN,NaN
40444,Adventure, Dice, Exploration,NaN,NaN,NaN
101020,Ancient, card,NaN,NaN,NaN,NaN
161546,card, Educational, Trivia,NaN,NaN,NaN
380,strategy, Dexterity,NaN,NaN,NaN,NaN
140863,Bluffing, card, Deduction, Adaptation, Renaissance,NaN
142830,Adventure, Bluffing, Deduction, Exploration, Fighting, Sci_Fi
156180,Bluffing, card, Deduction, Fantasy,NaN,NaN
22278,Arabian,NaN,NaN,NaN,NaN,NaN
160559,Fantasy, Farming,NaN,NaN,NaN,NaN
156373,card,NaN,NaN,NaN,NaN,NaN
122891,card, Renaissance, Territory Building,NaN,NaN,NaN
169274,card, Fantasy, Fighting, Adaptation,NaN,NaN
189848,card, Adaptation, Fighting,NaN,NaN,NaN
130899,card,NaN,NaN,NaN,NaN,NaN
8829,Bluffing, Humor, Party Game, Trivia, Word Game,NaN
2582,Party Game,NaN,NaN,NaN,NaN,NaN
256874,card, Adaptation, Sci_Fi,NaN,NaN,NaN
124847,card, Exploration, Racing,NaN,NaN,NaN
28025,Dice, Fantasy, Humor, Memory, Real-time,NaN
34127,card, Trains,NaN,NaN,NaN,NaN
128664,card, Educational, Trivia,NaN,NaN,NaN
184522,Bluffing, card, Negotiation, Party Game,NaN,NaN
74390,Dice, Trains, Transportation,NaN,NaN,NaN
175360,War, War,NaN,NaN,NaN,NaN
218050,Dice,NaN,NaN,NaN,NaN,NaN
186721,Economic, Medical,NaN,NaN,NaN,NaN
131891,Fantasy, Fighting,NaN,NaN,NaN,NaN
207062,Fantasy,NaN,NaN,NaN,NaN,NaN
181617,Animals, card,NaN,NaN,NaN,NaN
23985,Medieval, Mythology,NaN,NaN,NaN,NaN
178613,Dice, Adaptation, Sci_Fi,NaN,NaN,NaN
214,strategy,NaN,NaN,NaN,NaN,NaN
190400,Adventure, card, Fantasy, Fighting,NaN,NaN
142325,card, Deduction, Number,NaN,NaN,NaN
160418,Aviation, War, War,NaN,NaN,NaN
200456,card, Fantasy,NaN,NaN,NaN,NaN
95234,card, Fantasy, Horror,NaN,NaN,NaN
199493,Deduction, murder_mystery, Party Game, Puzzle,NaN,NaN
172971,Bluffing, Party Game,NaN,NaN,NaN,NaN
25071,card, Fighting, Horror, Humor,NaN,NaN
4370,Economic,NaN,NaN,NaN,NaN,NaN
205127,Animals, card, Environmental, Fantasy, Fighting, Territory Building
626,War, War,NaN,NaN,NaN,NaN
12346,Childrens Game, Fantasy, Memory,NaN,NaN,NaN
118497,card, Trains,NaN,NaN,NaN,NaN
30356,Animals, Farming, Territory Building,NaN,NaN,NaN
1444,Ancient, War,NaN,NaN,NaN,NaN
1917,strategy, Bluffing, Deduction, Fighting, Memory, War
29109,Miniatures, Sci_Fi, War,NaN,NaN,NaN
2981,strategy, Racing, Sports,NaN,NaN,NaN
179245,Bluffing, card, Humor,NaN,NaN,NaN
33643,Animals, Childrens Game, Deduction, Electronic, Fantasy,NaN
193670,Adventure, Fantasy, Horror,NaN,NaN,NaN
193867,Economic, Trains, Transportation,NaN,NaN,NaN
29773,Animals, Childrens Game,NaN,NaN,NaN,NaN
25234,Ancient, Civilization,NaN,NaN,NaN,NaN
1645,War, War, War,NaN,NaN,NaN
268201,card, Dice, Fantasy, Fighting,NaN,NaN
213492,Ancient, card,NaN,NaN,NaN,NaN
24070,War, War,NaN,NaN,NaN,NaN
277085,card, Deduction, Renaissance,NaN,NaN,NaN
10819,strategy, Collectible, Fantasy,NaN,NaN,NaN
191612,Aviation, War, War,NaN,NaN,NaN
173341,Dexterity, Aviation, Childrens Game, Electronic, Adaptation, Real-time
204837,Bluffing, Adaptation, Negotiation,NaN,NaN,NaN
1430,Ancient, War,NaN,NaN,NaN,NaN
338,card,NaN,NaN,NaN,NaN,NaN
203102,Fantasy, Horror, Adaptation,NaN,NaN,NaN
4090,War, War, War,NaN,NaN,NaN
267813,KOSMOS, 999 Games, Zvezda,NaN,NaN,NaN
13883,Exploration, Travel,NaN,NaN,NaN,NaN
240225,Dice,NaN,NaN,NaN,NaN,NaN
192547,Dexterity, Childrens Game, Party Game,NaN,NaN,NaN
32014,Political,NaN,NaN,NaN,NaN,NaN
147116,Adventure, Fantasy, Adaptation, Travel, Adaptation,NaN
256877,Adaptation, Deduction, Party Game, secret_agent,NaN,NaN
205907,Fantasy, Miniatures, War,NaN,NaN,NaN
60131,Humor, Party Game, Prehistoric, Real-time,NaN,NaN
248918,Adventure, Fantasy, Miniatures, Mythology,NaN,NaN
155,card, Deduction,NaN,NaN,NaN,NaN
135654,Economic, Sci_Fi, Space Exploration,NaN,NaN,NaN
153728,War, War,NaN,NaN,NaN,NaN
42743,Age of Reason, Economic, Music, Renaissance,NaN,NaN
85,Age of Reason, War,NaN,NaN,NaN,NaN
219708,secret_agent,NaN,NaN,NaN,NaN,NaN
68247,Fantasy,NaN,NaN,NaN,NaN,NaN
30662,City Building, Medieval,NaN,NaN,NaN,NaN
21892,Economic, Medieval,NaN,NaN,NaN,NaN
247367,card, Print & Play, War, War,NaN,NaN
128063,Ancient, card, City Building, Prehistoric,NaN,NaN
149787,Fantasy, Horror, Miniatures, Puzzle,NaN,NaN
161547,card, Educational, Party Game, Trivia,NaN,NaN
20609,War, War,NaN,NaN,NaN,NaN
230191,Adventure, Ancient, Civilization, Exploration, Mythology,NaN
9408,Economic, Territory Building,NaN,NaN,NaN,NaN
31133,Adventure, Animals, Puzzle, Racing, Travel,NaN
1038,strategy, Puzzle,NaN,NaN,NaN,NaN
34599,industry_manuf, Medieval,NaN,NaN,NaN,NaN
136440,City Building, Medieval,NaN,NaN,NaN,NaN
208480,Real-time, Word Game,NaN,NaN,NaN,NaN
180198,Dice, Number, Puzzle,NaN,NaN,NaN
2165,card, Collectible, Fantasy, Fighting, Adaptation,NaN
225729,Adventure, card, Fantasy, Horror, Adaptation,NaN
207729,Fantasy, Fighting, Miniatures, Sci_Fi, War,NaN
227545,card, Deduction, murder_mystery,NaN,NaN,NaN
206490,Economic, industry_manuf, Political,NaN,NaN,NaN
40214,Economic, Transportation,NaN,NaN,NaN,NaN
3553,Age of Reason, American Revolutionary War, War, War, War,NaN
66085,Racing,NaN,NaN,NaN,NaN,NaN
53168,Ancient, Bluffing, card, Deduction,NaN,NaN
218208,Childrens Game, Trains,NaN,NaN,NaN,NaN
285265,Fantasy,NaN,NaN,NaN,NaN,NaN
25584,Animals, Economic,NaN,NaN,NaN,NaN
185709,Dexterity, Animals, Collectible, Electronic, Party Game,NaN
173294,Collectible, Adaptation, Dice,NaN,NaN,NaN
186864,Bluffing, Negotiation, Party Game, Political, Print & Play,NaN
31503,card, Number, Party Game,NaN,NaN,NaN
229741,strategy, Bluffing, Deduction,NaN,NaN,NaN
38194,card, Fantasy,NaN,NaN,NaN,NaN
195867,City Building, Transportation,NaN,NaN,NaN,NaN
10660,strategy, Print & Play,NaN,NaN,NaN,NaN
171835,Adventure, Dice, Exploration, Fighting, Sci_Fi,NaN
3128,Economic, War,NaN,NaN,NaN,NaN
73863,card, Mythology,NaN,NaN,NaN,NaN
248117,American West, card, City Building,NaN,NaN,NaN
4204,War, War,NaN,NaN,NaN,NaN
264241,strategy,NaN,NaN,NaN,NaN,NaN
29687,Animals, Humor, Racing,NaN,NaN,NaN
18291,(Unpublished),NaN,NaN,NaN,NaN,NaN
21380,Fantasy, Medieval,NaN,NaN,NaN,NaN
67600,War, War,NaN,NaN,NaN,NaN
222219,Dice, Real-time, Territory Building,NaN,NaN,NaN
257066,American West, card, Economic, Exploration,NaN,NaN
75789,card,NaN,NaN,NaN,NaN,NaN
154443,card, War, Pirates,NaN,NaN,NaN
31056,Dexterity, Animals, Childrens Game, Fighting,NaN,NaN
172242,Animals, card, Adaptation, Humor, Adult,NaN
357,Dice, Racing,NaN,NaN,NaN,NaN
11265,War, War,NaN,NaN,NaN,NaN
183572,Collectible, Dice, Fantasy, Fighting,NaN,NaN
371,card, murder_mystery,NaN,NaN,NaN,NaN
176803,Bluffing, card,NaN,NaN,NaN,NaN
135116,Bluffing, card, Fantasy,NaN,NaN,NaN
160964,Bluffing, card, Adaptation, Sci_Fi,NaN,NaN
137155,card,NaN,NaN,NaN,NaN,NaN
178591,Sci_Fi,NaN,NaN,NaN,NaN,NaN
154910,Exploration, Fantasy, Fighting, Miniatures,NaN,NaN
6795,Miniatures, Sci_Fi, Sports,NaN,NaN,NaN
172540,Dice, Fantasy, Fighting, Medieval,NaN,NaN
240980,Bluffing, Deduction, Horror, murder_mystery, Negotiation, Party Game
212346,Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures
202755,card, Fantasy,NaN,NaN,NaN,NaN
84889,Adventure, Ancient, Exploration, Fantasy, Fighting, Horror
29410,Ancient,NaN,NaN,NaN,NaN,NaN
198707,card, Dice,NaN,NaN,NaN,NaN
85769,War, War,NaN,NaN,NaN,NaN
180602,card, Puzzle, Trains,NaN,NaN,NaN
171129,Dexterity, Animals, Childrens Game, Racing,NaN,NaN
9028,Exploration, War, Transportation,NaN,NaN,NaN
12632,Economic,NaN,NaN,NaN,NaN,NaN
152757,Dexterity, Childrens Game,NaN,NaN,NaN,NaN
191925,card,NaN,NaN,NaN,NaN,NaN
247342,card, Fantasy, Humor, Medieval,NaN,NaN
155689,Aviation, Collectible, Fantasy, Miniatures,NaN,NaN
284435,strategy,NaN,NaN,NaN,NaN,NaN
232524,Dice, Fantasy, Print & Play,NaN,NaN,NaN
27739,War, Political, War, War,NaN,NaN
178302,City Building, Dice,NaN,NaN,NaN,NaN
29663,Adaptation, Sci_Fi, War,NaN,NaN,NaN
7349,War, War, War,NaN,NaN,NaN
3141,Animals, card,NaN,NaN,NaN,NaN
210040,strategy, card,NaN,NaN,NaN,NaN
205057,Territory Building, Word Game,NaN,NaN,NaN,NaN
29308,strategy, Fantasy, Medieval, Adaptation,NaN,NaN
2652,Bluffing, Party Game, Word Game,NaN,NaN,NaN
166158,card,NaN,NaN,NaN,NaN,NaN
75547,Medieval, War,NaN,NaN,NaN,NaN
227273,Space Exploration,NaN,NaN,NaN,NaN,NaN
87821,Ancient, City Building, Economic, Religious,NaN,NaN
130390,Economic, industry_manuf, War, Transportation,NaN,NaN
180231,Dice,NaN,NaN,NaN,NaN,NaN
2389,strategy,NaN,NaN,NaN,NaN,NaN
20080,strategy, Ancient,NaN,NaN,NaN,NaN
27172,strategy, Territory Building,NaN,NaN,NaN,NaN
52328,Collectible, Horror, Miniatures,NaN,NaN,NaN
187353,Collectible, Adaptation, Dice, Fighting,NaN,NaN
2689,Economic, Trains, Transportation,NaN,NaN,NaN
183896,card,NaN,NaN,NaN,NaN,NaN
3986,War, War,NaN,NaN,NaN,NaN
58601,War, War,NaN,NaN,NaN,NaN
22287,Pirates,NaN,NaN,NaN,NaN,NaN
19,American West, Bluffing, City Building,NaN,NaN,NaN
186995,Adaptation, Sci_Fi,NaN,NaN,NaN,NaN
237211,card, Dice, Fighting, Medieval, Mythology,NaN
30804,Fantasy, Fighting, Miniatures, Print & Play, War,NaN
5684,Economic, Negotiation, Print & Play, Trains, Transportation,NaN
41003,Ancient, Exploration,NaN,NaN,NaN,NaN
17804,Adventure, Exploration, Fantasy, Fighting,NaN,NaN
3837,Animals, card, Childrens Game, Memory,NaN,NaN
102898,Animals, Miniatures, Pirates,NaN,NaN,NaN
250780,card, Deduction, murder_mystery,NaN,NaN,NaN
38749,Negotiation,NaN,NaN,NaN,NaN,NaN
123160,card, Religious,NaN,NaN,NaN,NaN
2932,strategy,NaN,NaN,NaN,NaN,NaN
219101,War, War,NaN,NaN,NaN,NaN
1213,card, War, Negotiation, Political, War,NaN
2455,Economic, Trains, Transportation,NaN,NaN,NaN
139131,Dice, Fighting,NaN,NaN,NaN,NaN
6719,Age of Reason, American Revolutionary War, War,NaN,NaN,NaN
181329,card,NaN,NaN,NaN,NaN,NaN
231197,Horror, Medical, Puzzle, Zombies,NaN,NaN
173096,War, Pirates, Real-time,NaN,NaN,NaN
270138,Sci_Fi,NaN,NaN,NaN,NaN,NaN
2247,Aviation, card, War, War,NaN,NaN
37208,card, Political, Renaissance,NaN,NaN,NaN
179933,Animals, Racing,NaN,NaN,NaN,NaN
1710,Ancient, War,NaN,NaN,NaN,NaN
13293,card, Collectible, Adaptation,NaN,NaN,NaN
154634,card, Trains, Transportation,NaN,NaN,NaN
19650,City Building, Renaissance,NaN,NaN,NaN,NaN
96613,Bluffing, Mafia, Negotiation,NaN,NaN,NaN
230408,Economic, Adaptation,NaN,NaN,NaN,NaN
293,Dexterity, Party Game,NaN,NaN,NaN,NaN
943,card, Real-time,NaN,NaN,NaN,NaN
104994,City Building, Economic, Transportation,NaN,NaN,NaN
2290,Bluffing, Childrens Game, Horror,NaN,NaN,NaN
136594,Adventure, card, Fantasy,NaN,NaN,NaN
188076,City Building, Territory Building,NaN,NaN,NaN,NaN
3154,City Building, Economic, Exploration, War, Sci_Fi,NaN
200171,card, Adaptation,NaN,NaN,NaN,NaN
193840,Fantasy, Fighting, Humor,NaN,NaN,NaN
7104,Aviation, War, War,NaN,NaN,NaN
253719,City Building, Transportation,NaN,NaN,NaN,NaN
