objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
8569,The Haunting House,2003,18254,2,6,45,45,7,714,Action Queue, Modular Board,NaN,NaN,NaN,NaN
99079,The Walking Dead Board Game,2011,18255,1,4,45,45,8,566,Area Movement, Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN
3422,Fantasy,2001,18256,2,4,20,20,5,456,Hand Management, Set Collection,NaN,NaN,NaN,NaN
28257,Intelligent Design vs. Evolution,2006,18257,2,8,60,60,17,59,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
11415,Warriors,2004,18258,2,4,30,30,10,588,Dice Rolling, Set Collection, Take That,NaN,NaN,NaN
6711,Hit the Deck,2001,18259,2,6,20,20,2,233,Bluffing, Card Game,NaN,NaN,NaN,NaN
32260,The Club,2008,18260,2,4,60,60,6,236,Set Collection, Tile Placement,NaN,NaN,NaN,NaN
35173,Pop the Pig,2007,18261,2,6,15,15,1,184,Dice Rolling,NaN,NaN,NaN,NaN,NaN
4041,Go To The Top Of The Class,1936,18262,2,6,45,45,2,288,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
22861,Feed the Kitty,2006,18263,2,5,15,15,8,414,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2593,Pass the Pigs,1977,18264,2,10,30,30,37,4849,Betting and Bluffing, Dice Rolling, Push Your Luck,NaN,NaN,NaN
125879,Fallen City of Karez,2012,18265,1,5,120,120,14,282,Dice Rolling, Modular Board, Worker Placement,NaN,NaN,NaN
4492,Trivial Pursuit  20th Anniversary Edition,2002,18266,2,6,180,180,8,1206,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1932,Anti-Monopoly II,1977,18267,2,6,120,120,1,165,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
26696,Monopoly  Star Wars Limited Collector's Edition,1996,18268,2,8,60,60,4,995,Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading,NaN
101737,Angry Birds  The Card Game,2011,18269,2,5,10,10,5,330,Dice Rolling,NaN,NaN,NaN,NaN,NaN
3504,Super Deck!,1994,18270,2,2,20,20,0,73,Card Game, Collectible Components, Math, Science Fiction,NaN,NaN
2688,Battlestar Galactica,1978,18271,2,4,30,30,0,186,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
399,Tom Clancy's Politika,1997,18272,2,8,90,90,4,209,Trading, Variable Player Powers,NaN,NaN,NaN,NaN
155250,HeroQuest 25th Anniversary Edition,0,18273,0,0,0,0,1,127,Dice Rolling, Grid Movement, Team-Based Game,NaN,NaN,NaN
38558,Pogs,1920,18274,2,0,1,5,6,167,Set Collection,NaN,NaN,NaN,NaN,NaN
1446,Cheater,1995,18275,2,4,45,45,4,184,Set Collection,NaN,NaN,NaN,NaN,NaN
4845,Star Wars   Escape From Death Star Game,1977,18276,2,4,20,20,3,437,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
19370,Quelf,2005,18277,3,8,60,60,20,2360,Acting, Paper-and-Pencil, Singing, Storytelling,NaN,NaN
2243,Yahtzee,1956,18278,2,10,30,30,91,10413,Dice Rolling, Paper-and-Pencil, Push Your Luck, Re-rolling and Locking, Set Collection,NaN
8487,Ants in the Pants,1969,18279,2,4,10,10,4,264,Action / Dexterity, Animals, Childrens Game,NaN,NaN,NaN
32032,Monopoly  Electronic Banking,2007,18280,2,6,160,160,5,626,Auction/Bidding, Roll / Spin and Move, Set Collection, Trading,NaN,NaN
6549,Pretty Pretty Princess,1990,18281,2,4,20,20,4,239,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
144110,Oneupmanship  Mine's Bigger,2013,18282,2,4,90,90,15,63,Auction/Bidding, Dice Rolling, Player Elimination, Roll / Spin and Move, Trading,NaN
29613,DICEcapades!,2007,18283,2,6,30,30,8,700,Dice Rolling, Paper-and-Pencil,NaN,NaN,NaN,NaN
7308,Rock 'Em Sock 'Em Robots,1967,18284,2,2,10,10,2,337,Action / Dexterity, Childrens Game, Science Fiction,NaN,NaN,NaN
9004,Pop-Up Pirate!,1979,18285,2,4,20,20,7,385,Action / Dexterity, Childrens Game, Movies / TV / Radio theme, Pirates,NaN,NaN
120426,Redshirts,2012,18286,2,7,30,30,7,347,Hand Management, Variable Player Powers,NaN,NaN,NaN,NaN
2770,Stay Alive,1965,18287,2,4,30,30,8,753,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
31145,Are You Smarter Than a 5th Grader?,2007,18288,2,4,30,30,3,227,Educational, Math, Movies / TV / Radio theme, Party Game, Trivia,NaN
5546,Marbles,-3000,18289,0,0,10,10,6,417,Action / Dexterity, Childrens Game, Game System,NaN,NaN,NaN
3804,Slamwich,1994,18290,2,6,20,20,6,1016,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
1426,Lord of the Rings  The Search,2001,18291,2,2,30,30,6,1030,Modular Board, Tile Placement,NaN,NaN,NaN,NaN
4910,Wheel of Fortune  Revised Edition,1975,18292,2,4,60,60,4,354,Movies / TV / Radio theme, Word Game,NaN,NaN,NaN,NaN
240624,Overturn  Rising Sands,0,18293,2,6,90,160,0,83,Action Queue, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Storytelling, Time Track
7467,The Lord of the Rings  The Two Towers Board Game,2003,18294,2,6,60,60,1,149,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN
2910,Power Lunch,1994,18295,2,6,45,45,0,104,Voting,NaN,NaN,NaN,NaN,NaN
6535,Don't Wake Hulk,1992,18296,2,4,20,20,1,317,Card Game, Childrens Game, Humor,NaN,NaN,NaN
182875,Hengist,2015,18297,2,2,20,20,5,554,Hand Management, Modular Board, Point to Point Movement,NaN,NaN,NaN
4122,Electronic Battleship,1977,18298,2,2,30,30,2,450,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
2979,Bionicle Adventure Game  Quest For Makuta,2001,18299,2,6,60,60,3,229,Modular Board, Set Collection, Tile Placement, Variable Player Powers,NaN,NaN
417,Edison & Co.,1998,18300,2,4,45,45,5,334,Hand Management,NaN,NaN,NaN,NaN,NaN
7972,Crocodile Pool Party,1968,18301,2,2,30,30,3,303,Grid Movement,NaN,NaN,NaN,NaN,NaN
89953,Carcassonne  The Dice Game,2011,18302,2,5,10,10,5,755,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
4004,Harry Potter and the Sorcerer's Stone Quidditch Card Game,2000,18303,2,2,60,60,0,243,Hand Management,NaN,NaN,NaN,NaN,NaN
10712,Bondespelet,1953,18304,2,6,90,90,6,282,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN
7320,Elefun,1993,18305,2,4,10,10,9,358,Action / Dexterity, Animals, Childrens Game, Electronic,NaN,NaN
2318,Scrabble Junior,1958,18306,2,4,30,30,6,468,Tile Placement,NaN,NaN,NaN,NaN,NaN
89962,Angry Birds  Knock on Wood,2011,18307,2,4,25,25,6,398,Action / Dexterity, Childrens Game, Video Game Theme,NaN,NaN,NaN
2223,UNO,1971,18308,2,10,30,30,169,18222,Hand Management, Lose a Turn, Take That,NaN,NaN,NaN
40508,Scrabble Slam!,2008,18309,2,4,15,15,15,1424,Card Game, Real-time, Word Game,NaN,NaN,NaN
4127,Arne,2002,18310,2,4,15,15,1,171,Card Game, Party Game,NaN,NaN,NaN,NaN
9851,Shut the Box,1750,18311,2,4,30,30,15,1035,Dice Rolling,NaN,NaN,NaN,NaN,NaN
24067,Dragonology  The Game,2006,18312,2,6,60,60,2,346,Betting and Bluffing, Pick-up and Deliver, Point to Point Movement, Rock-Paper-Scissors, Roll / Spin and Move, Set Collection
42050,Eurobusiness,1983,18313,2,5,90,90,11,428,Auction/Bidding, Dice Rolling, Roll / Spin and Move, Set Collection, Trading,NaN
50849,Le Boomb!,2009,18314,2,16,5,15,2,325,Dice Rolling, Player Elimination,NaN,NaN,NaN,NaN
65611,Giant Cthulhu Dice,2010,18315,2,6,5,5,33,2594,Dice Rolling, Player Elimination,NaN,NaN,NaN,NaN
152758,Penguin,2007,18316,2,6,20,20,1,477,Hand Management, Pattern Building,NaN,NaN,NaN,NaN
29096,Letter of Marque,2009,18317,3,6,20,20,16,667,Hand Management,NaN,NaN,NaN,NaN,NaN
1422,Wadjet,1996,18318,2,4,90,90,4,214,Hand Management, Paper-and-Pencil, Roll / Spin and Move,NaN,NaN,NaN
3934,Bowling Dice Game,1999,18319,1,10,10,10,5,390,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
1527,Bitin' Off Hedz,1996,18320,2,8,60,60,0,469,Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN,NaN
175512,A Chaotic Life!,2015,18321,2,4,30,30,1,162,Card Game, Humor,NaN,NaN,NaN,NaN
5015,Don't Spill the Beans,1957,18322,2,4,10,10,1,315,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN
11028,Lotto,1530,18323,2,48,30,30,3,210,Childrens Game, Party Game,NaN,NaN,NaN,NaN
276022,Alien  USCSS Nostromo,2019,18324,2,7,20,40,0,113,Movies / TV / Radio theme,NaN,NaN,NaN,NaN,NaN
4367,Nero  Legacy of a Despot,2002,18325,3,4,100,100,1,210,Ancient, Wargame,NaN,NaN,NaN,NaN
10715,CSI  Crime Scene Investigation \u2013 The Board Game,2004,18326,2,4,90,90,2,259,Deduction, Movies / TV / Radio theme, Murder/Mystery,NaN,NaN,NaN
11416,Burn in Hell,2004,18327,2,5,90,90,4,384,Set Collection,NaN,NaN,NaN,NaN,NaN
3074,Uncle Wiggily,1916,18328,2,4,30,30,6,297,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
764,Mad Gab,1996,18329,2,12,45,45,6,1281,Party Game, Word Game,NaN,NaN,NaN,NaN
8392,Buckaroo!,1970,18330,2,4,10,10,7,464,Action / Dexterity, American West, Animals, Childrens Game,NaN,NaN
17003,Snap,1866,18331,2,12,10,10,2,186,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
2004,Titanic  The Board Game,1998,18332,2,6,90,90,4,331,Dice Rolling, Roll / Spin and Move, Set Collection,NaN,NaN,NaN
113819,Tenzi Snazzy Set,2011,18333,2,4,1,5,9,748,Dice Rolling,NaN,NaN,NaN,NaN,NaN
3052,Sim City  The Card Game,1994,18334,1,99,120,120,10,447,Hand Management, Network and Route Building, Tile Placement, Voting,NaN,NaN
13166,Let's Go Fishin',1979,18335,1,4,10,10,5,431,Action / Dexterity, Animals, Childrens Game, Electronic, Movies / TV / Radio theme,NaN
15393,Jacks,0,18336,2,2,1,1,3,253,Action / Dexterity, Ancient, Bluffing, Childrens Game,NaN,NaN
2502,Global Survival,1992,18337,2,8,120,300,0,115,Dice, Economic,NaN,NaN,NaN,NaN
7601,Urban Myth,2002,18338,2,6,45,45,5,219,Trivia,NaN,NaN,NaN,NaN,NaN
18905,Spank The Berry Bird,1934,18339,2,8,30,30,3,196,Action / Dexterity, Card Game, Childrens Game, Science Fiction,NaN,NaN
4035,Man Bites Dog,2002,18340,2,6,10,10,7,735,Card Game, Humor, Word Game,NaN,NaN,NaN
23964,The Game of Life (40th Anniversary Edition),1999,18341,2,6,30,30,4,508,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1824,Trump  The Game,1989,18342,3,4,90,90,6,633,Auction/Bidding, Memory, Roll / Spin and Move, Set Collection, Trading,NaN
2456,The Hobbit  The Defeat of the Evil Dragon Smaug,2001,18343,2,6,30,30,11,1114,Point to Point Movement, Rock-Paper-Scissors, Roll / Spin and Move,NaN,NaN,NaN
24959,Lost  The Game,2006,18344,2,8,60,60,3,287,Dice Rolling, Hand Management, Modular Board, Team-Based Game, Variable Player Powers,NaN
2952,Trivial Pursuit  Genus Edition,1981,18345,2,24,90,90,47,7085,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
232895,Coaster Park,2017,18346,2,4,30,60,2,276,Auction/Bidding, Card Drafting, Modular Board,NaN,NaN,NaN
2272,Vexation,1962,18347,2,6,45,45,19,978,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2386,Chinese Checkers,1893,18348,2,6,30,30,69,3800,Enclosure, Grid Movement, Trading,NaN,NaN,NaN
1094,Assassin,1993,18349,3,6,30,90,3,251,Card Game,NaN,NaN,NaN,NaN,NaN
4724,The Lord of the Rings  The Fellowship of the Ring,2002,18350,2,6,45,45,0,224,Modular Board, Roll / Spin and Move,NaN,NaN,NaN,NaN
1748,A Question of Scruples,1984,18351,4,12,60,60,5,711,Voting,NaN,NaN,NaN,NaN,NaN
1604,The Mad Magazine Game,1979,18352,2,4,60,60,11,1306,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4077,Who Wants to Be a Millionaire,2000,18353,2,5,60,60,6,796,Push Your Luck,NaN,NaN,NaN,NaN,NaN
4888,Don't Break the Ice,1965,18354,2,4,20,20,10,1001,Player Elimination,NaN,NaN,NaN,NaN,NaN
1511,Outdoor Survival,1972,18355,1,4,30,30,11,917,Dice Rolling, Hexagon Grid, Roll / Spin and Move, Simulation,NaN,NaN
3728,Ker Plunk,1967,18356,2,4,20,20,14,1217,Action / Dexterity, Childrens Game, Party Game,NaN,NaN,NaN
1298,Monopoly  Star Wars Classic Trilogy,1997,18357,2,8,90,90,8,1689,Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading,NaN
8689,Bunco,1855,18358,2,12,45,45,6,245,Dice Rolling, Paper-and-Pencil, Team-Based Game,NaN,NaN,NaN
677,Zobmondo!! Would You Rather Classic Card Game,1998,18359,3,8,20,20,2,631,Voting,NaN,NaN,NaN,NaN,NaN
3343,Go for Broke!,1965,18360,2,6,60,60,11,1116,Betting and Bluffing, Dice Rolling, Roll / Spin and Move, Stock Holding,NaN,NaN
6546,Labyrinth,1940,18361,1,1,20,20,14,1021,Action / Dexterity, Maze,NaN,NaN,NaN,NaN
1751,Jumanji,1995,18362,2,4,45,45,12,796,Cooperative Game, Roll / Spin and Move,NaN,NaN,NaN,NaN
1923,MindTrap,1991,18363,2,16,60,60,11,1649,Team-Based Game,NaN,NaN,NaN,NaN,NaN
2956,Dirty Minds  The Game of Naughty Clues,1990,18364,2,6,45,45,5,535,Party Game, Word Game,NaN,NaN,NaN,NaN
12205,In a Pickle,2004,18365,2,6,20,20,8,1271,Hand Management, Storytelling,NaN,NaN,NaN,NaN
1258,Phase 10,1982,18366,2,6,45,45,51,6705,Set Collection,NaN,NaN,NaN,NaN,NaN
5130,Afrikan t\u00e4hti,1951,18367,2,5,45,45,23,1176,Point to Point Movement, Roll / Spin and Move,NaN,NaN,NaN,NaN
11017,Crazy Eights,0,18368,2,5,20,20,13,820,Hand Management,NaN,NaN,NaN,NaN,NaN
6283,The Ungame,1973,18369,2,6,60,60,8,282,Dice Rolling, Roll / Spin and Move, Storytelling,NaN,NaN,NaN
4792,Tiddledy Winks,1888,18370,1,6,10,10,2,545,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN
13713,Solitaire,1687,18371,1,1,15,15,14,846,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
10816,Blackjack,1700,18372,2,10,30,30,12,1389,Betting and Bluffing, Push Your Luck,NaN,NaN,NaN,NaN
7688,Memory,1959,18373,2,6,30,30,32,2176,Memory, Set Collection, Team-Based Game,NaN,NaN,NaN
5749,Simon,1978,18374,1,4,30,30,5,877,Memory, Pattern Recognition,NaN,NaN,NaN,NaN
5314,Hangman,1976,18375,2,2,10,10,7,822,Deduction, Word Game,NaN,NaN,NaN,NaN
5588,Time Shock!,1973,18376,1,99,6,6,9,934,Memory,NaN,NaN,NaN,NaN,NaN
3990,Fact or Crap Movies,2001,18377,3,8,30,30,4,607,Card Drafting, Memory,NaN,NaN,NaN,NaN
1797,Payday!,1975,18378,2,6,30,30,22,2304,Auction/Bidding, Card Drafting, Dice Rolling, Roll / Spin and Move, Trading,NaN
7262,Top Trumps,1968,18379,2,6,20,20,10,860,Card Drafting, Memory, Rock-Paper-Scissors, Trick-taking,NaN,NaN
2083,Checkers,1150,18380,2,2,30,30,83,6424,Grid Movement, Pattern Movement, Square Grid, Static Capture,NaN,NaN
2719,Connect Four,1974,18381,2,2,10,10,85,6037,Pattern Building,NaN,NaN,NaN,NaN,NaN
4143,Guess Who?,1979,18382,2,2,20,20,53,3990,Childrens Game, Deduction, Movies / TV / Radio theme,NaN,NaN,NaN
5339,Monopoly Junior,1990,18383,2,4,45,45,16,1269,Dice Rolling, Point to Point Movement, Roll / Spin and Move, Set Collection,NaN,NaN
1931,Anti-Monopoly,1973,18384,2,6,120,120,8,637,Auction/Bidding, Roll / Spin and Move, Set Collection, Trading,NaN,NaN
5050,The Worst-Case Scenario Survival Game,2002,18385,2,10,20,40,1,565,Trivia,NaN,NaN,NaN,NaN,NaN
4149,Barrel of Monkeys,1965,18386,1,0,10,10,6,714,Action / Dexterity, Animals, Childrens Game,NaN,NaN,NaN
2785,Game of Goose,1587,18387,2,6,20,20,11,644,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
15549,Roulette,1796,18388,2,6,1,1,5,670,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
5894,Twister,1966,18389,2,4,10,10,40,3457,Player Elimination,NaN,NaN,NaN,NaN,NaN
205322,The Oregon Trail Card Game,2016,18390,2,6,30,45,21,2220,Cooperative Game, Hand Management,NaN,NaN,NaN,NaN
6424,Pick Up Sticks,1850,18391,2,6,10,30,29,1970,Push Your Luck, Set Collection, Take That,NaN,NaN,NaN
6932,Hi Ho! Cherry-O,1960,18392,2,4,10,10,8,924,Cooperative Game, Roll / Spin and Move,NaN,NaN,NaN,NaN
2425,Battleship,1931,18393,2,2,30,30,81,7575,Paper-and-Pencil, Secret Unit Deployment,NaN,NaN,NaN,NaN
2136,Pachisi,400,18394,2,6,30,30,54,3948,Dice Rolling, Roll / Spin and Move, Team-Based Game,NaN,NaN,NaN
4378,Cootie,1927,18395,2,4,20,20,7,828,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
5895,Hungry Hungry Hippos,1966,18396,2,4,10,10,30,2088,Action / Dexterity, Animals, Childrens Game, Real-time,NaN,NaN
3510,The Simpsons Battle of the Sexes,1997,18397,2,8,45,45,10,1032,Team-Based Game,NaN,NaN,NaN,NaN,NaN
2407,Sorry!,1929,18398,2,4,30,30,40,5260,Roll / Spin and Move, Take That,NaN,NaN,NaN,NaN
7682,Go Fish,0,18399,2,6,20,20,17,1243,Memory, Set Collection,NaN,NaN,NaN,NaN
10799,Old Maid,1874,18400,2,6,5,5,17,1224,Hand Management, Set Collection,NaN,NaN,NaN,NaN
2679,Mouse Trap on a Keychain,1963,18401,2,4,30,30,13,2424,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3737,Shocking Autopsy,1965,18402,1,6,10,10,23,3200,Simulation,NaN,NaN,NaN,NaN,NaN
1406,Monopoly,1933,18403,2,8,60,180,226,25037,Auction/Bidding, Income, Player Elimination, Roll / Spin and Move, Set Collection, Trading
3522,LCR,1983,18404,3,12,20,20,35,1629,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1410,Trouble,1965,18405,2,4,45,45,25,2864,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2921,The Game of Life,1960,18406,2,6,60,60,75,9431,Roll / Spin and Move, Simulation,NaN,NaN,NaN,NaN
16398,War,0,18407,2,2,30,30,14,1174,Card Game, Childrens Game,NaN,NaN,NaN,NaN
7316,Bingo,1530,18408,2,99,60,60,30,1895,Betting and Bluffing, Pattern Recognition,NaN,NaN,NaN,NaN
5048,Candy Land  The Disney Theme Park Edition,1949,18409,2,4,30,30,22,3586,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
5432,Chutes and Ladders,-200,18410,2,6,30,30,32,3300,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN
11901,Tic-Tac-Toe,-1300,18411,2,2,1,1,81,2944,Paper-and-Pencil, Pattern Building,NaN,NaN,NaN,NaN
65,The Garden Game,1996,18412,2,6,30,30,0,22,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
79,MedFront,1994,18413,2,2,180,180,2,119,Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation,NaN,NaN
80,VolgaFront,1994,18414,2,2,240,240,1,63,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
81,EuroFront,1995,18415,2,6,600,600,0,94,Dice Rolling, Secret Unit Deployment, Simulation,NaN,NaN,NaN
107,Peaceful Resistance,1995,18416,2,3,30,30,1,18,Modular Board,NaN,NaN,NaN,NaN,NaN
123,Green Thumb Cards,1996,18417,2,5,45,45,1,24,Set Collection, Take That,NaN,NaN,NaN,NaN
143,Wortelboer,1999,18418,2,4,30,30,0,17,Take That,NaN,NaN,NaN,NaN,NaN
158,Elfengold,1999,18419,2,6,120,120,6,599,Auction/Bidding, Hand Management, Point to Point Movement,NaN,NaN,NaN
173,Formula De,1991,18420,2,10,120,120,112,7511,Different Dice Movement, Grid Movement, Player Elimination, Push Your Luck, Race, Roll / Spin and Move
177,Advanced Civilization,1991,18421,2,8,360,480,115,3138,Area Movement, Commodity Speculation, Set Collection, Trading,NaN,NaN
203,Skworms,1997,18422,2,4,30,30,0,8,Action / Dexterity, Childrens Game, Horror,NaN,NaN,NaN
227,Knightmare Chess,1994,18423,2,2,60,60,11,1312,Grid Movement,NaN,NaN,NaN,NaN,NaN
306,Die Siedler von Catan  Historische Szenarien,1998,18424,3,4,90,90,10,959,Network and Route Building, Trading,NaN,NaN,NaN,NaN
318,Looney Leo,0,18425,0,0,0,0,0,0,Auction/Bidding, Trading,NaN,NaN,NaN,NaN
325,The Seafarers of Catan,1997,18426,3,4,90,90,119,15034,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading
370,El Grande  K\u00f6nig & Intrigant,1997,18427,2,5,90,90,7,575,Area Majority / Influence, Auction/Bidding, Hand Management, Simultaneous Action Selection,NaN,NaN
377,Neighbors,1989,18428,2,6,40,40,0,5,Card Drafting, Roll / Spin and Move,NaN,NaN,NaN,NaN
453,La Isla Bohnit\u00e2,1998,18429,2,7,90,90,10,655,Hand Management, Set Collection, Trading,NaN,NaN,NaN
467,Bohnanza Erweiterungs-Set,1997,18430,3,7,45,45,8,801,Hand Management, Set Collection, Trading,NaN,NaN,NaN
468,Dump,0,18431,0,0,0,0,0,2,Animals,NaN,NaN,NaN,NaN,NaN
480,Age of Arguments,1998,18432,4,4,120,120,0,13,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
496,Dilemma,2000,18433,3,5,30,30,0,26,Action / Dexterity, Card Game,NaN,NaN,NaN,NaN
498,Sufferin' Spirits,1987,18434,2,4,120,120,0,20,Horror,NaN,NaN,NaN,NaN,NaN
502,Bretonenboule,1998,18435,2,4,15,15,0,15,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
513,WarChest,1999,18436,2,2,0,0,1,13,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
517,Shark Bait,2000,18437,0,0,0,0,0,8,Dice Rolling,NaN,NaN,NaN,NaN,NaN
518,Cat vs. Mouse,2000,18438,2,4,30,30,0,6,Those Darn Games!,NaN,NaN,NaN,NaN,NaN
537,Ice Blocks,2000,18439,2,2,0,0,0,14,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
547,Flohzirkus,1997,18440,2,4,0,0,1,24,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
567,Quartier Latin,1997,18441,4,6,45,45,0,18,Team-Based Game,NaN,NaN,NaN,NaN,NaN
570,Terrain Game,1997,18442,2,6,60,60,0,15,Modular Board,NaN,NaN,NaN,NaN,NaN
576,Illuminati  Y2K,1999,18443,2,6,60,180,7,607,Card Drafting, Dice Rolling, Network and Route Building, Tile Placement, Variable Player Powers,NaN
578,Protzen,2000,18444,2,6,30,30,0,17,Set Collection,NaN,NaN,NaN,NaN,NaN
579,Field of Fire,2002,18445,2,0,0,0,0,2,Miniatures, Wargame, World War II,NaN,NaN,NaN
583,The El Grande Expansions,2000,18446,2,5,90,90,6,597,Area Majority / Influence, Auction/Bidding, Hand Management, Simultaneous Action Selection,NaN,NaN
596,Trolley Car,1999,18447,2,6,30,30,0,5,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
597,El Grande  Grandissimo,2000,18448,2,5,90,90,4,300,Area Majority / Influence, Auction/Bidding, Hand Management, Simultaneous Action Selection,NaN,NaN
599,Stack 21,1997,18449,2,4,30,30,0,9,Card Game,NaN,NaN,NaN,NaN,NaN
609,Ferkelei,1995,18450,2,5,45,45,0,25,Commodity Speculation, Hand Management, Stock Holding,NaN,NaN,NaN
615,Mini Cube Fusion,1968,18451,2,2,15,15,2,17,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
616,What's That on My Head?,1974,18452,3,6,45,45,1,20,Card Game, Deduction,NaN,NaN,NaN,NaN
636,Blindside,1998,18453,4,4,0,0,1,17,Trick-taking,NaN,NaN,NaN,NaN,NaN
664,Shift,1973,18454,2,4,30,30,0,6,Team-Based Game,NaN,NaN,NaN,NaN,NaN
666,Stump,1968,18455,2,4,30,30,1,29,Card Game,NaN,NaN,NaN,NaN,NaN
667,Refugium,1999,18456,2,4,20,20,0,5,Tile Placement,NaN,NaN,NaN,NaN,NaN
678,X-it!,1997,18457,2,6,20,20,0,6,Card Game,NaN,NaN,NaN,NaN,NaN
683,Timeline,1985,18458,2,2,45,45,1,9,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
689,Dubble Kross,1991,18459,3,10,120,120,0,2,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
722,Over the Edge,1983,18460,2,2,20,20,0,9,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
725,Triple Threat Baseball!,1999,18461,2,6,60,60,0,8,Dice, Sports,NaN,NaN,NaN,NaN
732,Don't Make Me Laugh Sr.,1996,18462,2,16,45,45,0,25,Team-Based Game,NaN,NaN,NaN,NaN,NaN
733,Don't Make Me Laugh Jr.,2000,18463,2,5,30,30,0,10,Action / Dexterity, Childrens Game, Educational, Party Game,NaN,NaN
734,Strange But True?,2000,18464,2,10,45,45,0,9,Betting and Bluffing, Voting,NaN,NaN,NaN,NaN
735,Hollywood's Reel Schpeel,1995,18465,4,30,60,60,0,5,Movies / TV / Radio theme, Party Game, Trivia,NaN,NaN,NaN
738,Matheeno,2000,18466,2,2,20,20,0,2,Card Game,NaN,NaN,NaN,NaN,NaN
739,Ultimate Soccer of America,1999,18467,2,2,30,30,0,3,Sports,NaN,NaN,NaN,NaN,NaN
744,Wicked Words,1999,18468,4,16,30,30,0,8,Party Game, Word Game,NaN,NaN,NaN,NaN
749,Dutch Mountains,2000,18469,2,2,0,0,1,22,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
750,Shocks & Scares,1983,18470,2,6,60,60,0,19,Roll / Spin and Move, Stock Holding,NaN,NaN,NaN,NaN
758,Balmy Balloonists,2000,18471,2,6,60,60,0,28,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
774,Buddel Bande,1999,18472,2,4,30,30,1,16,Memory, Secret Unit Deployment,NaN,NaN,NaN,NaN
778,Auction America  The Trivia Game for Any Collector,2000,18473,2,4,60,60,0,1,Trivia,NaN,NaN,NaN,NaN,NaN
780,Big Battle,1994,18474,2,2,120,120,1,3,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
797,Flucht aus Mangrovia,1989,18475,2,6,30,30,1,22,Hand Management,NaN,NaN,NaN,NaN,NaN
800,Camlyn's Destiny,2000,18476,2,4,180,180,0,17,Card Game, Dice, Fantasy, Medieval,NaN,NaN
830,FIB-OR-NOT?,2000,18477,2,20,60,60,0,10,Voting,NaN,NaN,NaN,NaN,NaN
