objectid,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
1870,American West, Economic, Trains, Transportation,NaN,NaN
1872,Grid Movement, Point to Point Movement, Roll / Spin and Move, Stock Holding,NaN,NaN
1880,Cooperative Game, Variable Player Powers,NaN,NaN,NaN,NaN
1882,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1885,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1889,Political,NaN,NaN,NaN,NaN,NaN
1893,Tile Placement,NaN,NaN,NaN,NaN,NaN
1895,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1900,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
1903,Cooperative Game,NaN,NaN,NaN,NaN,NaN
1904,Modular Board, Tile Placement, Variable Player Powers, Voting,NaN,NaN
1911,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1914,Abstract Strategy, Fantasy,NaN,NaN,NaN,NaN
1918,Set Collection,NaN,NaN,NaN,NaN,NaN
1921,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
1928,Area-Impulse, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1929,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1930,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1944,Trick-taking,NaN,NaN,NaN,NaN,NaN
1948,Party Game, Word Game,NaN,NaN,NaN,NaN
1949,Set Collection, Variable Player Powers,NaN,NaN,NaN,NaN
1951,Word Game,NaN,NaN,NaN,NaN,NaN
1955,Team-Based Game,NaN,NaN,NaN,NaN,NaN
1966,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1967,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1968,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1971,Card Game,NaN,NaN,NaN,NaN,NaN
1976,Card Game,NaN,NaN,NaN,NaN,NaN
1978,Card Game, Racing,NaN,NaN,NaN,NaN
1979,Card Game,NaN,NaN,NaN,NaN,NaN
1980,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1988,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1990,Economic, Negotiation, Political,NaN,NaN,NaN
1995,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1999,Alga,NaN,NaN,NaN,NaN,NaN
2005,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2006,Tile Placement,NaN,NaN,NaN,NaN,NaN
2007,Political,NaN,NaN,NaN,NaN,NaN
2008,Piatnik,NaN,NaN,NaN,NaN,NaN
2009,Dice Rolling, Memory, Point to Point Movement, Set Collection,NaN,NaN
2013,Memory, Set Collection,NaN,NaN,NaN,NaN
2015,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2017,Betting and Bluffing, Hand Management,NaN,NaN,NaN,NaN
2018,Grid Movement,NaN,NaN,NaN,NaN,NaN
2019,Party Game,NaN,NaN,NaN,NaN,NaN
2020,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
2021,Hand Management,NaN,NaN,NaN,NaN,NaN
2026,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
2027,Ancient, Card Game,NaN,NaN,NaN,NaN
2028,Set Collection,NaN,NaN,NaN,NaN,NaN
2029,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2032,Movies / TV / Radio theme, Word Game,NaN,NaN,NaN,NaN
2034,Memory, Movies / TV / Radio theme, Trivia,NaN,NaN,NaN
2035,Movies / TV / Radio theme, Trivia,NaN,NaN,NaN,NaN
2039,Tile Placement,NaN,NaN,NaN,NaN,NaN
2041,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
2045,Team-Based Game, Trading,NaN,NaN,NaN,NaN
2046,Hexagon Grid, Variable Player Powers,NaN,NaN,NaN,NaN
2048,Set Collection, Tile Placement,NaN,NaN,NaN,NaN
2050,Campaign / Battle Card Driven,NaN,NaN,NaN,NaN,NaN
2053,Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN
2054,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2056,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
2057,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2058,Area Movement, Commodity Speculation, Set Collection, Trading,NaN,NaN
2059,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
2062,Set Collection, Tile Placement,NaN,NaN,NaN,NaN
2064,Set Collection,NaN,NaN,NaN,NaN,NaN
2067,Trick-taking,NaN,NaN,NaN,NaN,NaN
2071,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2084,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2107,Trading, Variable Player Powers,NaN,NaN,NaN,NaN
2108,Area Movement, Dice Rolling, Set Collection,NaN,NaN,NaN
2109,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2117,Betting and Bluffing, Roll / Spin and Move,NaN,NaN,NaN,NaN
2118,Set Collection,NaN,NaN,NaN,NaN,NaN
2124,Betting and Bluffing, Commodity Speculation, Roll / Spin and Move, Team-Based Game,NaN,NaN
2141,Pattern Building, Pattern Recognition,NaN,NaN,NaN,NaN
2142,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2145,Abstract Strategy, Medieval,NaN,NaN,NaN,NaN
2152,Set Collection,NaN,NaN,NaN,NaN,NaN
2155,Crayon Rail System,NaN,NaN,NaN,NaN,NaN
2158,Action / Dexterity, Sports,NaN,NaN,NaN,NaN
2167,Betting and Bluffing, Set Collection,NaN,NaN,NaN,NaN
2177,Trick-taking,NaN,NaN,NaN,NaN,NaN
2182,Push Your Luck,NaN,NaN,NaN,NaN,NaN
2185,Trick-taking,NaN,NaN,NaN,NaN,NaN
2187,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2188,Trick-taking,NaN,NaN,NaN,NaN,NaN
2191,Bluffing, Card Game,NaN,NaN,NaN,NaN
2202,Mancala,NaN,NaN,NaN,NaN,NaN
2204,Bluffing, Expansion for Base-game, Murder/Mystery,NaN,NaN,NaN
2208,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2219,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2220,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2221,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2222,Card Game,NaN,NaN,NaN,NaN,NaN
2227,Auction/Bidding, Roll / Spin and Move, Set Collection, Trading,NaN,NaN
2231,Area Movement,NaN,NaN,NaN,NaN,NaN
2233,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2237,Trick-taking,NaN,NaN,NaN,NaN,NaN
2239,Set Collection,NaN,NaN,NaN,NaN,NaN
2241,Mature / Adult, Trivia,NaN,NaN,NaN,NaN
2255,Grid Movement,NaN,NaN,NaN,NaN,NaN
2257,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
2261,Age of Reason, American Revolutionary War, Wargame,NaN,NaN,NaN
2267,Cooperative Game, Modular Board, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
2269,Commodity Speculation, Roll / Spin and Move,NaN,NaN,NaN,NaN
2270,Modular Board, Trading,NaN,NaN,NaN,NaN
2273,Auction/Bidding, Card Drafting,NaN,NaN,NaN,NaN
2278,Team-Based Game, Tile Placement,NaN,NaN,NaN,NaN
2279,Auction/Bidding, Commodity Speculation, Roll / Spin and Move, Stock Holding, Trading,NaN
2282,Role Playing, Variable Player Powers,NaN,NaN,NaN,NaN
2286,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2287,Tile Placement, Variable Player Powers,NaN,NaN,NaN,NaN
2292,Roll / Spin and Move, Trading,NaN,NaN,NaN,NaN
2293,Trick-taking,NaN,NaN,NaN,NaN,NaN
2302,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
2305,Role Playing, Storytelling,NaN,NaN,NaN,NaN
2309,Modular Board, Pick-up and Deliver, Set Collection,NaN,NaN,NaN
2321,Set Collection, Trick-taking,NaN,NaN,NaN,NaN
2325,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2328,Action Points, Pick-up and Deliver, Role Playing, Set Collection, Variable Player Powers,NaN
2329,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2330,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2333,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2345,Dice Rolling, Take That,NaN,NaN,NaN,NaN
2351,Set Collection,NaN,NaN,NaN,NaN,NaN
2355,Grid Movement, Role Playing, Secret Unit Deployment, Simulation, Simultaneous Action Selection, Variable Player Powers
2359,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
2360,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2365,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2374,Hand Management,NaN,NaN,NaN,NaN,NaN
2377,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2382,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2411,Tile Placement,NaN,NaN,NaN,NaN,NaN
2419,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
2420,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
2424,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2429,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
2437,Modular Board, Tile Placement,NaN,NaN,NaN,NaN
2438,Action Points, Hexagon Grid,NaN,NaN,NaN,NaN
2439,Action Points, Hexagon Grid,NaN,NaN,NaN,NaN
2441,Tile Placement,NaN,NaN,NaN,NaN,NaN
2445,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2449,Cooperative Game, Dice Rolling, Hand Management, Modular Board, Variable Player Powers,NaN
2450,Card Drafting, Pattern Recognition,NaN,NaN,NaN,NaN
2451,Role Playing, Secret Unit Deployment, Variable Player Powers,NaN,NaN,NaN
2459,Grid Movement, Line Drawing, Modular Board, Network and Route Building, Pick-up and Deliver, Tile Placement
2465,Card Game,NaN,NaN,NaN,NaN,NaN
2466,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
2467,Card Game,NaN,NaN,NaN,NaN,NaN
2468,Hand Management, Set Collection,NaN,NaN,NaN,NaN
2469,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2473,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2475,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2477,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2479,Political,NaN,NaN,NaN,NaN,NaN
2486,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2488,F.X. Schmid,NaN,NaN,NaN,NaN,NaN
2490,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
2498,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2500,Grid Movement,NaN,NaN,NaN,NaN,NaN
2501,Grid Movement,NaN,NaN,NaN,NaN,NaN
2504,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2506,Action Points,NaN,NaN,NaN,NaN,NaN
2508,Roll / Spin and Move, Tile Placement,NaN,NaN,NaN,NaN
2509,Adventure, Fantasy, Miniatures, Wargame,NaN,NaN
2512,Cooperative Game,NaN,NaN,NaN,NaN,NaN
2514,Tile Placement,NaN,NaN,NaN,NaN,NaN
2519,Modular Board, Variable Player Powers,NaN,NaN,NaN,NaN
2522,Role Playing, Roll / Spin and Move,NaN,NaN,NaN,NaN
2523,Set Collection,NaN,NaN,NaN,NaN,NaN
2525,Auction/Bidding, Roll / Spin and Move,NaN,NaN,NaN,NaN
2526,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2528,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2530,Area Movement, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
2534,Exploration, Movies / TV / Radio theme, Science Fiction,NaN,NaN,NaN
2548,Card Game,NaN,NaN,NaN,NaN,NaN
2550,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
2551,Campaign / Battle Card Driven, Hexagon Grid, Roll / Spin and Move, Simultaneous Action Selection,NaN,NaN
2552,Campaign / Battle Card Driven, Hexagon Grid, Modular Board, Roll / Spin and Move, Set Collection,NaN
2556,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
2561,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2568,Card Game,NaN,NaN,NaN,NaN,NaN
2571,Hand Management, Set Collection, Trading,NaN,NaN,NaN
2572,Abstract Strategy, Real-time,NaN,NaN,NaN,NaN
2575,Pick-up and Deliver, Set Collection, Trading,NaN,NaN,NaN
2576,Card Game, Civilization, Wargame,NaN,NaN,NaN
2586,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2587,Dice Rolling, Hexagon Grid, Modular Board,NaN,NaN,NaN
2590,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
2591,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
2592,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2594,Dice Rolling, Roll / Spin and Move, Team-Based Game,NaN,NaN,NaN
2595,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2614,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2617,Puzzle,NaN,NaN,NaN,NaN,NaN
2618,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2619,Pick-up and Deliver, Simultaneous Action Selection,NaN,NaN,NaN,NaN
2620,Auction/Bidding, Tile Placement,NaN,NaN,NaN,NaN
2621,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2622,City Building, Expansion for Base-game,NaN,NaN,NaN,NaN
2624,Card Game,NaN,NaN,NaN,NaN,NaN
2626,AMIGO,NaN,NaN,NaN,NaN,NaN
2628,Area Movement, Chit-Pull System, Hand Management,NaN,NaN,NaN
2630,Card Game,NaN,NaN,NaN,NaN,NaN
2631,Tile Placement,NaN,NaN,NaN,NaN,NaN
2636,Campaign / Battle Card Driven,NaN,NaN,NaN,NaN,NaN
2642,Campaign / Battle Card Driven, Roll / Spin and Move,NaN,NaN,NaN,NaN
2644,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
2647,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2648,Simultaneous Action Selection, Voting,NaN,NaN,NaN,NaN
2654,Card Game,NaN,NaN,NaN,NaN,NaN
2658,Card Game, Economic,NaN,NaN,NaN,NaN
2659,Pick-up and Deliver, Set Collection,NaN,NaN,NaN,NaN
2660,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
2661,Action Points,NaN,NaN,NaN,NaN,NaN
2662,Modular Board, Variable Player Powers,NaN,NaN,NaN,NaN
2663,Modular Board, Variable Player Powers,NaN,NaN,NaN,NaN
2670,Area Majority / Influence, Network and Route Building,NaN,NaN,NaN,NaN
2671,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2673,Card Game,NaN,NaN,NaN,NaN,NaN
2677,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2683,Childrens Game, Dice,NaN,NaN,NaN,NaN
2685,Trivia,NaN,NaN,NaN,NaN,NaN
2687,Modular Board,NaN,NaN,NaN,NaN,NaN
2691,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2692,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2694,Betting and Bluffing, Tile Placement,NaN,NaN,NaN,NaN
2695,Card Game,NaN,NaN,NaN,NaN,NaN
2696,Adventure, Ancient, Exploration,NaN,NaN,NaN
2700,Set Collection,NaN,NaN,NaN,NaN,NaN
2702,Commodity Speculation, Pick-up and Deliver, Trading,NaN,NaN,NaN
2703,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2704,Auction/Bidding, Commodity Speculation, Cooperative Game, Dice Rolling, Hand Management, Paper-and-Pencil
2711,Card Game, Childrens Game,NaN,NaN,NaN,NaN
2712,Roll / Spin and Move, Trading,NaN,NaN,NaN,NaN
2714,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2715,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2722,Card Drafting,NaN,NaN,NaN,NaN,NaN
2723,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2726,Cooperative Game,NaN,NaN,NaN,NaN,NaN
2732,Action Queue, Simultaneous Action Selection,NaN,NaN,NaN,NaN
2735,Cooperative Game,NaN,NaN,NaN,NaN,NaN
2739,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2741,Set Collection, Take That,NaN,NaN,NaN,NaN
2744,Commodity Speculation, Trading,NaN,NaN,NaN,NaN
2745,Card Game, Movies / TV / Radio theme, Party Game, Sports, Word Game,NaN
2746,Action Points, Hexagon Grid, Simultaneous Action Selection,NaN,NaN,NaN
2747,Roll / Spin and Move, Trading,NaN,NaN,NaN,NaN
2752,Secret Unit Deployment, Team-Based Game,NaN,NaN,NaN,NaN
2754,Roll / Spin and Move, Trading,NaN,NaN,NaN,NaN
2755,Action Points, Cooperative Game, Roll / Spin and Move,NaN,NaN,NaN
2761,Expansion for Base-game, Exploration, Fantasy, Fighting,NaN,NaN
2768,Dice,NaN,NaN,NaN,NaN,NaN
2772,Grid Movement,NaN,NaN,NaN,NaN,NaN
2789,Pattern Recognition, Roll / Spin and Move,NaN,NaN,NaN,NaN
2790,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2796,Card Game, Dice,NaN,NaN,NaN,NaN
2797,Set Collection, Take That,NaN,NaN,NaN,NaN
2798,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
2801,Deduction, Murder/Mystery, Novel-based,NaN,NaN,NaN
2802,Dice Rolling, Hexagon Grid, Variable Player Powers,NaN,NaN,NaN
2803,Tile Placement,NaN,NaN,NaN,NaN,NaN
2804,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN
2805,Pick-up and Deliver, Set Collection,NaN,NaN,NaN,NaN
2807,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading
2810,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
2813,Paper-and-Pencil, Simultaneous Action Selection,NaN,NaN,NaN,NaN
2815,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN
2820,Card Game,NaN,NaN,NaN,NaN,NaN
2822,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2827,Abstract Strategy, Ancient,NaN,NaN,NaN,NaN
2828,Abstract Strategy, Ancient,NaN,NaN,NaN,NaN
2829,Abstract Strategy, Ancient,NaN,NaN,NaN,NaN
2830,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
2831,Tile Placement,NaN,NaN,NaN,NaN,NaN
2837,Area Movement,NaN,NaN,NaN,NaN,NaN
2846,Action Points, Variable Player Powers,NaN,NaN,NaN,NaN
2847,Action Points, Variable Player Powers,NaN,NaN,NaN,NaN
2848,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2849,Economic, Expansion for Base-game, Modern Warfare, Negotiation, Political, Wargame
2850,Action Points, Campaign / Battle Card Driven,NaN,NaN,NaN,NaN
2851,Action Points, Auction/Bidding, Campaign / Battle Card Driven, Commodity Speculation, Secret Unit Deployment, Team-Based Game
2852,Action Points, Auction/Bidding, Campaign / Battle Card Driven, Commodity Speculation, Cooperative Game, Secret Unit Deployment
2859,Action Points,NaN,NaN,NaN,NaN,NaN
2861,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2862,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
2865,Card Game, Fighting,NaN,NaN,NaN,NaN
2869,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2870,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2873,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
2874,Action Points, Pattern Building, Pattern Recognition,NaN,NaN,NaN
2880,Cooperative Game,NaN,NaN,NaN,NaN,NaN
2883,Book, Childrens Game,NaN,NaN,NaN,NaN
2888,Area-Impulse, Hexagon Grid, Modular Board, Variable Player Powers,NaN,NaN
2890,Action Points, Campaign / Battle Card Driven, Commodity Speculation, Secret Unit Deployment, Variable Player Powers,NaN
2892,Dice Rolling, Hexagon Grid, Modular Board, Variable Player Powers,NaN,NaN
2893,Hexagon Grid, Modular Board, Variable Player Powers,NaN,NaN,NaN
2894,Area-Impulse, Hexagon Grid, Modular Board, Variable Player Powers,NaN,NaN
2896,Commodity Speculation, Stock Holding,NaN,NaN,NaN,NaN
2898,Auction/Bidding, Roll / Spin and Move, Set Collection,NaN,NaN,NaN
2899,Commodity Speculation, Roll / Spin and Move, Stock Holding,NaN,NaN,NaN
2900,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
2905,Secret Unit Deployment, Variable Player Powers,NaN,NaN,NaN,NaN
2906,Animals, Card Game, Childrens Game, Movies / TV / Radio theme, Science Fiction,NaN
2912,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2913,Expansion for Base-game, Modern Warfare, Wargame,NaN,NaN,NaN
2914,Economic, Expansion for Base-game, Modern Warfare, Wargame,NaN,NaN
2915,Trading,NaN,NaN,NaN,NaN,NaN
2923,Line Drawing,NaN,NaN,NaN,NaN,NaN
2924,Role Playing,NaN,NaN,NaN,NaN,NaN
2926,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2930,Betting and Bluffing, Roll / Spin and Move, Trading,NaN,NaN,NaN
2931,Auction/Bidding, Roll / Spin and Move, Set Collection, Trading,NaN,NaN
2934,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2939,Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN,NaN
2945,Betting and Bluffing, Rock-Paper-Scissors,NaN,NaN,NaN,NaN
2948,Line Drawing, Tile Placement,NaN,NaN,NaN,NaN
2949,Area Majority / Influence, Team-Based Game, Variable Player Powers,NaN,NaN,NaN
2950,Area Majority / Influence, Variable Player Powers,NaN,NaN,NaN,NaN
2951,Action / Dexterity, Movies / TV / Radio theme,NaN,NaN,NaN,NaN
2953,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2954,Expansion for Base-game, Modern Warfare, Wargame,NaN,NaN,NaN
2959,Card Game, Word Game,NaN,NaN,NaN,NaN
2964,Roll / Spin and Move, Stock Holding,NaN,NaN,NaN,NaN
2966,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2967,Commodity Speculation,NaN,NaN,NaN,NaN,NaN
2976,Cooperative Game, Role Playing,NaN,NaN,NaN,NaN
2977,Roll / Spin and Move, Storytelling,NaN,NaN,NaN,NaN
2982,World War II,NaN,NaN,NaN,NaN,NaN
2983,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
2984,Team-Based Game,NaN,NaN,NaN,NaN,NaN
2985,Crayon Rail System, Pick-up and Deliver,NaN,NaN,NaN,NaN
2992,Grid Movement,NaN,NaN,NaN,NaN,NaN
2993,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
2999,Action Points, Dice Rolling,NaN,NaN,NaN,NaN
3002,Action Points, Card Drafting, Pick-up and Deliver, Roll / Spin and Move,NaN,NaN
3006,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3009,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3011,Stock Holding,NaN,NaN,NaN,NaN,NaN
3012,Storytelling, Voting,NaN,NaN,NaN,NaN
3014,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3017,Set Collection,NaN,NaN,NaN,NaN,NaN
3019,Dice Rolling,NaN,NaN,NaN,NaN,NaN
3023,Deduction, Murder/Mystery,NaN,NaN,NaN,NaN
3025,Word Game,NaN,NaN,NaN,NaN,NaN
3026,Hexagon Grid, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3029,Roll / Spin and Move, Stock Holding,NaN,NaN,NaN,NaN
3031,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
3033,Crayon Rail System,NaN,NaN,NaN,NaN,NaN
3038,Tile Placement,NaN,NaN,NaN,NaN,NaN
3042,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3043,Dice Rolling, Hand Management,NaN,NaN,NaN,NaN
3055,Betting and Bluffing, Roll / Spin and Move,NaN,NaN,NaN,NaN
3058,Sports,NaN,NaN,NaN,NaN,NaN
3060,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
3062,Tile Placement,NaN,NaN,NaN,NaN,NaN
3066,Line Drawing,NaN,NaN,NaN,NaN,NaN
3068,Hand Management, Set Collection,NaN,NaN,NaN,NaN
3069,Abstract Strategy, Print & Play, Puzzle,NaN,NaN,NaN
3073,Set Collection,NaN,NaN,NaN,NaN,NaN
3079,Cooperative Game, Roll / Spin and Move, Stock Holding, Trading,NaN,NaN
3082,Betting and Bluffing, Memory,NaN,NaN,NaN,NaN
3088,Roll / Spin and Move, Stock Holding,NaN,NaN,NaN,NaN
3092,Racing,NaN,NaN,NaN,NaN,NaN
3094,(Unknown),NaN,NaN,NaN,NaN,NaN
3098,Role Playing,NaN,NaN,NaN,NaN,NaN
3101,Thomas Sackl Spiele,NaN,NaN,NaN,NaN,NaN
3103,Dice Rolling, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3104,Tile Placement,NaN,NaN,NaN,NaN,NaN
3105,Tile Placement,NaN,NaN,NaN,NaN,NaN
3106,Singing,NaN,NaN,NaN,NaN,NaN
3111,Trick-taking,NaN,NaN,NaN,NaN,NaN
3113,Modular Board, Roll / Spin and Move, Secret Unit Deployment,NaN,NaN,NaN
3116,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
3117,Hand Management, Set Collection, Team-Based Game,NaN,NaN,NaN
3118,Campaign / Battle Card Driven, Hand Management,NaN,NaN,NaN,NaN
3120,Tile Placement,NaN,NaN,NaN,NaN,NaN
3121,Set Collection,NaN,NaN,NaN,NaN,NaN
3123,franjos Spieleverlag,NaN,NaN,NaN,NaN,NaN
3126,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3131,Music, Travel, Trivia,NaN,NaN,NaN
3132,Trivia,NaN,NaN,NaN,NaN,NaN
3134,Acting, Card Drafting,NaN,NaN,NaN,NaN
3135,Modular Board,NaN,NaN,NaN,NaN,NaN
3136,Grid Movement, Modular Board,NaN,NaN,NaN,NaN
3142,Hand Management, Roll / Spin and Move,NaN,NaN,NaN,NaN
3145,Tile Placement,NaN,NaN,NaN,NaN,NaN
3146,Area Majority / Influence, Auction/Bidding, Hand Management, Simultaneous Action Selection,NaN,NaN
3148,Hand Management,NaN,NaN,NaN,NaN,NaN
3150,Tile Placement,NaN,NaN,NaN,NaN,NaN
3151,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3153,Card Game, Fantasy, Fighting,NaN,NaN,NaN
3158,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
3164,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
3165,Card Game,NaN,NaN,NaN,NaN,NaN
3167,Childrens Game, Educational, Party Game, Word Game,NaN,NaN
3168,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3171,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3172,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3173,Stock Holding, Trading,NaN,NaN,NaN,NaN
3176,Role Playing,NaN,NaN,NaN,NaN,NaN
3179,Action / Dexterity, Card Game, Educational,NaN,NaN,NaN
3180,Electronic, Party Game,NaN,NaN,NaN,NaN
3184,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3186,Set Collection,NaN,NaN,NaN,NaN,NaN
3187,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3191,Tile Placement,NaN,NaN,NaN,NaN,NaN
3193,Trick-taking,NaN,NaN,NaN,NaN,NaN
3195,Tile Placement,NaN,NaN,NaN,NaN,NaN
