objectid,name,boardgamemechanic1,boardgamemechanic2,boardgamemechanic3,boardgamemechanic4,boardgamemechanic5,boardgamemechanic6
2158,Finger-Flick Sports  Baseball,Action / Dexterity, Sports,NaN,NaN,NaN,NaN
2167,Jackpot Payoff,Betting and Bluffing, Set Collection,NaN,NaN,NaN,NaN
2177,Schickeria,Trick-taking,NaN,NaN,NaN,NaN,NaN
2182,Knallbonbon,Push Your Luck,NaN,NaN,NaN,NaN,NaN
2185,Ritter Kunibert's 12er Stich,Trick-taking,NaN,NaN,NaN,NaN,NaN
2187,Drachenlachen,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2188,Hexenstich,Trick-taking,NaN,NaN,NaN,NaN,NaN
2191,Hyano,Bluffing, Card Game,NaN,NaN,NaN,NaN
2202,Swahili,Mancala,NaN,NaN,NaN,NaN,NaN
2204,Kill Doctor Lucky  Craigdarroch,Bluffing, Expansion for Base-game, Murder/Mystery,NaN,NaN,NaN
2208,The LogiQuad Game System,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2219,Forte,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2220,Ion Glory,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2221,Clobber!,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2222,Top That!,Card Game,NaN,NaN,NaN,NaN,NaN
2227,The Flea Market Game,Auction/Bidding, Roll / Spin and Move, Set Collection, Trading,NaN,NaN
2231,Watch,Area Movement,NaN,NaN,NaN,NaN,NaN
2233,Colliding Circles,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2237,Flying Circus,Trick-taking,NaN,NaN,NaN,NaN,NaN
2239,4X4,Set Collection,NaN,NaN,NaN,NaN,NaN
2241,Sex Maniacs,Mature / Adult, Trivia,NaN,NaN,NaN,NaN
2255,Kartenschach,Grid Movement,NaN,NaN,NaN,NaN,NaN
2257,Weekend in Vegas,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
2261,Battles of Trenton and Princeton,Age of Reason, American Revolutionary War, Wargame,NaN,NaN,NaN
2267,Space  The Game,Cooperative Game, Modular Board, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
2269,Oil Power,Commodity Speculation, Roll / Spin and Move,NaN,NaN,NaN,NaN
2270,Borderlands,Modular Board, Trading,NaN,NaN,NaN,NaN
2273,Hopfen & Malz,Auction/Bidding, Card Drafting,NaN,NaN,NaN,NaN
2278,Transformation,Team-Based Game, Tile Placement,NaN,NaN,NaN,NaN
2279,PowerTechnics,Auction/Bidding, Commodity Speculation, Roll / Spin and Move, Stock Holding, Trading,NaN
2282,Blood Bowl Companion,Role Playing, Variable Player Powers,NaN,NaN,NaN,NaN
2286,Blood Bowl Star Players,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2287,Blood Bowl (Second Edition)  Elves,Tile Placement, Variable Player Powers,NaN,NaN,NaN,NaN
2292,Rubicon,Roll / Spin and Move, Trading,NaN,NaN,NaN,NaN
2293,Hei\u00dfe Karten,Trick-taking,NaN,NaN,NaN,NaN,NaN
2302,Bill Oddie's Great Bird Race Game,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
2305,Murder Mystery Party  Revenge in Rome,Role Playing, Storytelling,NaN,NaN,NaN,NaN
2309,Noah's Ark,Modular Board, Pick-up and Deliver, Set Collection,NaN,NaN,NaN
2321,Letres,Set Collection, Trick-taking,NaN,NaN,NaN,NaN
2325,Monotony,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2328,Starunner,Action Points, Pick-up and Deliver, Role Playing, Set Collection, Variable Player Powers,NaN
2329,Energy Quest,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2330,Medical Monopoly,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2333,Hacker,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2345,Groo  The Game \u2013 Expansion Set,Dice Rolling, Take That,NaN,NaN,NaN,NaN
2351,Mbogo,Set Collection,NaN,NaN,NaN,NaN,NaN
2355,Last Frontier  The Artifact,Grid Movement, Role Playing, Secret Unit Deployment, Simulation, Simultaneous Action Selection, Variable Player Powers
2359,Schatztaucher,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
2360,Sekt oder Selters,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2365,Sunset Blvd.,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2374,Yukk!,Hand Management,NaN,NaN,NaN,NaN,NaN
2377,Kommissar,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2382,Sea-Fleet,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2411,Mount Everest,Tile Placement,NaN,NaN,NaN,NaN,NaN
2419,Test Drive,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
2420,The Great American Auction Card Game,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
2424,Boogey Man,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2429,Barnabas Collins Dark Shadows Game,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
2437,The Barons of Fyn,Modular Board, Tile Placement,NaN,NaN,NaN,NaN
2438,LNL  Laplace,Action Points, Hexagon Grid,NaN,NaN,NaN,NaN
2439,Queen Victoria's Navy,Action Points, Hexagon Grid,NaN,NaN,NaN,NaN
2441,Bones,Tile Placement,NaN,NaN,NaN,NaN,NaN
2445,Chaseback,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2449,Lord of the Rings  Friends & Foes,Cooperative Game, Dice Rolling, Hand Management, Modular Board, Variable Player Powers,NaN
2450,Deuce,Card Drafting, Pattern Recognition,NaN,NaN,NaN,NaN
2451,Slasher Flick,Role Playing, Secret Unit Deployment, Variable Player Powers,NaN,NaN,NaN
2459,Planes & Trains,Grid Movement, Line Drawing, Modular Board, Network and Route Building, Pick-up and Deliver, Tile Placement
2465,Not Necessarily Rum,Card Game,NaN,NaN,NaN,NaN,NaN
2466,Imagic,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
2467,Zillionaire,Card Game,NaN,NaN,NaN,NaN,NaN
2468,Zero Zap,Hand Management, Set Collection,NaN,NaN,NaN,NaN
2469,Wildcatter,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2473,Winkeladvokat,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2475,Frag  Death Match,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2477,Kippour 1973,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2479,Candidate,Political,NaN,NaN,NaN,NaN,NaN
2486,Flipop,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2488,Casanova,F.X. Schmid,NaN,NaN,NaN,NaN,NaN
2490,The Chicago Way,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
2498,1-2-3 Go!,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2500,Express Chess,Grid Movement,NaN,NaN,NaN,NaN,NaN
2501,Global Chess,Grid Movement,NaN,NaN,NaN,NaN,NaN
2504,Massai,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2506,Himmel und H\u00f6lle,Action Points,NaN,NaN,NaN,NaN,NaN
2508,Caverns Deep,Roll / Spin and Move, Tile Placement,NaN,NaN,NaN,NaN
2509,Dark Heaven Apocalypse,Adventure, Fantasy, Miniatures, Wargame,NaN,NaN
2512,Charmed  The Book of Shadows,Cooperative Game,NaN,NaN,NaN,NaN,NaN
2514,Skyline,Tile Placement,NaN,NaN,NaN,NaN,NaN
2519,Gammarauders  Revenge of the Factoids,Modular Board, Variable Player Powers,NaN,NaN,NaN,NaN
2522,General Hospital,Role Playing, Roll / Spin and Move,NaN,NaN,NaN,NaN
2523,Jingo,Set Collection,NaN,NaN,NaN,NaN,NaN
2525,Fort Worth Scene,Auction/Bidding, Roll / Spin and Move,NaN,NaN,NaN,NaN
2526,Rules of the Road,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2528,Good Guys 'n Bad Guys,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2530,Maelstrom  The Coming of Chaos,Area Movement, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
2534,Stargate SG-1  La Vengeance d'Apophis,Exploration, Movies / TV / Radio theme, Science Fiction,NaN,NaN,NaN
2548,Loopino,Card Game,NaN,NaN,NaN,NaN,NaN
2550,Snarf Quest,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
2551,Fire On The Suns  Tactical Command Fleet Book 1,Campaign / Battle Card Driven, Hexagon Grid, Roll / Spin and Move, Simultaneous Action Selection,NaN,NaN
2552,Fire On The Suns  Tactical Command!,Campaign / Battle Card Driven, Hexagon Grid, Modular Board, Roll / Spin and Move, Set Collection,NaN
2556,Z\u00fcndstoff,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
2561,Pollyanna,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2568,Monsterjagd,Card Game,NaN,NaN,NaN,NaN,NaN
2571,Mutabohn,Hand Management, Set Collection, Trading,NaN,NaN,NaN
2572,Quicksand,Abstract Strategy, Real-time,NaN,NaN,NaN,NaN
2575,Isfahan,Pick-up and Deliver, Set Collection, Trading,NaN,NaN,NaN
2576,Kampf um Rom  Das Kartenspiel,Card Game, Civilization, Wargame,NaN,NaN,NaN
2586,Trivial Pursuit  Game Show,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2587,Cross of Iron,Dice Rolling, Hexagon Grid, Modular Board,NaN,NaN,NaN
2590,Temptation Poker,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
2591,Carcassonne  The River,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
2592,Director's Cut,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2594,Quadragammon,Dice Rolling, Roll / Spin and Move, Team-Based Game,NaN,NaN,NaN
2595,Moon Dragon,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2614,Babble-On,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2617,Knack den Code-X,Puzzle,NaN,NaN,NaN,NaN,NaN
2618,Westw\u00e4rts,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2619,Welt der Winde,Pick-up and Deliver, Simultaneous Action Selection,NaN,NaN,NaN,NaN
2620,Schwimmer in der W\u00fcste,Auction/Bidding, Tile Placement,NaN,NaN,NaN,NaN
2621,Claim,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2622,Kontor  Das Exportlager,City Building, Expansion for Base-game,NaN,NaN,NaN,NaN
2624,Das Hornberger Schiessen,Card Game,NaN,NaN,NaN,NaN,NaN
2626,Das Phantom,AMIGO,NaN,NaN,NaN,NaN,NaN
2628,Der Kleine Riese Kasimir,Area Movement, Chit-Pull System, Hand Management,NaN,NaN,NaN
2630,Die Bombe,Card Game,NaN,NaN,NaN,NaN,NaN
2631,Die Chinesische Mauer,Tile Placement,NaN,NaN,NaN,NaN,NaN
2636,My Brain is Bleeding,Campaign / Battle Card Driven,NaN,NaN,NaN,NaN,NaN
2642,Frontrunner,Campaign / Battle Card Driven, Roll / Spin and Move,NaN,NaN,NaN,NaN
2644,Who Framed Roger Rabbit?,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
2647,MediCumLaude,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2648,Talk Show,Simultaneous Action Selection, Voting,NaN,NaN,NaN,NaN
2654,Snap,Card Game,NaN,NaN,NaN,NaN,NaN
2658,Integralis  Die verr\u00fcckte Keilerei in der Buchbinderei,Card Game, Economic,NaN,NaN,NaN,NaN
2659,Die VampirConnection,Pick-up and Deliver, Set Collection,NaN,NaN,NaN,NaN
2660,Bid It Right  The Price is Right Card Game,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
2661,Small Soldiers Big Battle Game,Action Points,NaN,NaN,NaN,NaN,NaN
2662,Super Giant Monster Showdown  Destroy Tokyo Tower,Modular Board, Variable Player Powers,NaN,NaN,NaN,NaN
2663,Super Giant Monster Showdown  Cybernetic Attachments,Modular Board, Variable Player Powers,NaN,NaN,NaN,NaN
2670,Web of Power  The Vatican,Area Majority / Influence, Network and Route Building,NaN,NaN,NaN,NaN
2671,Cheeeese Please,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2673,Hesketh's Legacy,Card Game,NaN,NaN,NaN,NaN,NaN
2677,Commercial Crazies,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2683,Join us Together,Childrens Game, Dice,NaN,NaN,NaN,NaN
2685,Acronym,Trivia,NaN,NaN,NaN,NaN,NaN
2687,Baseball Card All Star Game,Modular Board,NaN,NaN,NaN,NaN,NaN
2691,Lancer,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2692,Black Beauty Downs,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2694,Donnerwetter,Betting and Bluffing, Tile Placement,NaN,NaN,NaN,NaN
2695,Weatherslam,Card Game,NaN,NaN,NaN,NaN,NaN
2696,Palenque,Adventure, Ancient, Exploration,NaN,NaN,NaN
2700,Rauchzeichen,Set Collection,NaN,NaN,NaN,NaN,NaN
2702,Renaissance Traders,Commodity Speculation, Pick-up and Deliver, Trading,NaN,NaN,NaN
2703,Another Day,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2704,New Tactical Games with Dice and Cards,Auction/Bidding, Commodity Speculation, Cooperative Game, Dice Rolling, Hand Management, Paper-and-Pencil
2711,Buntb\u00e4r & Co.,Card Game, Childrens Game,NaN,NaN,NaN,NaN
2712,Samarcanda,Roll / Spin and Move, Trading,NaN,NaN,NaN,NaN
2714,Another Day,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2715,Another Day,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2722,Booze Cruise,Card Drafting,NaN,NaN,NaN,NaN,NaN
2723,Dippi Totale,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2726,Crazy Clock Game,Cooperative Game,NaN,NaN,NaN,NaN,NaN
2732,Pole Position,Action Queue, Simultaneous Action Selection,NaN,NaN,NaN,NaN
2735,Hossa! Seefahrer-Erweiterung,Cooperative Game,NaN,NaN,NaN,NaN,NaN
2739,More Cosmic Encounter,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2741,Chez Geek 3  Block Party,Set Collection, Take That,NaN,NaN,NaN,NaN
2744,SHOC,Commodity Speculation, Trading,NaN,NaN,NaN,NaN
2745,WaveLength,Card Game, Movies / TV / Radio theme, Party Game, Sports, Word Game,NaN
2746,Asteroid Pirates,Action Points, Hexagon Grid, Simultaneous Action Selection,NaN,NaN,NaN
2747,Airplay,Roll / Spin and Move, Trading,NaN,NaN,NaN,NaN
2752,Combat Cards,Secret Unit Deployment, Team-Based Game,NaN,NaN,NaN,NaN
2754,Clintonopoly!,Roll / Spin and Move, Trading,NaN,NaN,NaN,NaN
2755,New America,Action Points, Cooperative Game, Roll / Spin and Move,NaN,NaN,NaN
2761,Knights of the Dinner Table  Orcs \u2013 The Reckoning,Expansion for Base-game, Exploration, Fantasy, Fighting,NaN,NaN
2768,Combo,Dice,NaN,NaN,NaN,NaN,NaN
2772,Mutant Chess,Grid Movement,NaN,NaN,NaN,NaN,NaN
2789,Duck Pond,Pattern Recognition, Roll / Spin and Move,NaN,NaN,NaN,NaN
2790,Regentropfenspiel,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2796,Quickely Dice,Card Game, Dice,NaN,NaN,NaN,NaN
2797,Chez Geek 2  Slack Attack,Set Collection, Take That,NaN,NaN,NaN,NaN
2798,The Ironclads Expansion Kit,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
2801,Goldraub in London,Deduction, Murder/Mystery, Novel-based,NaN,NaN,NaN
2802,War in Europe,Dice Rolling, Hexagon Grid, Variable Player Powers,NaN,NaN,NaN
2803,Ave,Tile Placement,NaN,NaN,NaN,NaN,NaN
2804,200 Jahre Montgolfieren,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN
2805,Caravans\u00e9rail,Pick-up and Deliver, Set Collection,NaN,NaN,NaN,NaN
2807,The Settlers of Catan  5-6 Player Extension,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading
2810,Checkpoint  Danger!,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
2813,Scrabble Duplicate Crossword Game,Paper-and-Pencil, Simultaneous Action Selection,NaN,NaN,NaN,NaN
2815,Chutes \u00e0 gogo,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN
2820,Astromagie,Card Game,NaN,NaN,NaN,NaN,NaN
2822,Ur\u00e4us,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2827,Seneti,Abstract Strategy, Ancient,NaN,NaN,NaN,NaN
2828,Karnak,Abstract Strategy, Ancient,NaN,NaN,NaN,NaN
2829,Theben,Abstract Strategy, Ancient,NaN,NaN,NaN,NaN
2830,Talon,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
2831,Meander,Tile Placement,NaN,NaN,NaN,NaN,NaN
2837,Ant Wars,Area Movement,NaN,NaN,NaN,NaN,NaN
2846,Supremacy  The Unconventional Forces,Action Points, Variable Player Powers,NaN,NaN,NaN,NaN
2847,Supremacy  High-Tech Edge for Strategic Forces,Action Points, Variable Player Powers,NaN,NaN,NaN,NaN
2848,Supremacy  High-Tech Edge for Conventional Forces,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2849,Supremacy  Fortuna,Economic, Expansion for Base-game, Modern Warfare, Negotiation, Political, Wargame
2850,Supremacy  Boomers \u2013 Ballistic Missile Subs,Action Points, Campaign / Battle Card Driven,NaN,NaN,NaN,NaN
2851,Supremacy  Mega Map,Action Points, Auction/Bidding, Campaign / Battle Card Driven, Commodity Speculation, Secret Unit Deployment, Team-Based Game
2852,Supremacy  Mega Supremacy \u2013 Challenge of the New World Order,Action Points, Auction/Bidding, Campaign / Battle Card Driven, Commodity Speculation, Cooperative Game, Secret Unit Deployment
2859,Destiny,Action Points,NaN,NaN,NaN,NaN,NaN
2861,Aquitaine  Strategy and the Medieval War Ride,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2862,Mr. Bunny's Internet Startup Game,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
2865,Kersplatt!,Card Game, Fighting,NaN,NaN,NaN,NaN
2869,Column,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2870,The Fishing Game,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2873,Warpath,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
2874,Pentagonal,Action Points, Pattern Building, Pattern Recognition,NaN,NaN,NaN
2880,Abstracts,Cooperative Game,NaN,NaN,NaN,NaN,NaN
2883,The Book of Classic Board Games,Book, Childrens Game,NaN,NaN,NaN,NaN
2888,Starfire II,Area-Impulse, Hexagon Grid, Modular Board, Variable Player Powers,NaN,NaN
2890,Supremacy  Main Battle Tanks,Action Points, Campaign / Battle Card Driven, Commodity Speculation, Secret Unit Deployment, Variable Player Powers,NaN
2892,Starfire III,Dice Rolling, Hexagon Grid, Modular Board, Variable Player Powers,NaN,NaN
2893,Imperial Starfire,Hexagon Grid, Modular Board, Variable Player Powers,NaN,NaN,NaN
2894,Starfire New Empires,Area-Impulse, Hexagon Grid, Modular Board, Variable Player Powers,NaN,NaN
2896,Strike It Rich,Commodity Speculation, Stock Holding,NaN,NaN,NaN,NaN
2898,Collect,Auction/Bidding, Roll / Spin and Move, Set Collection,NaN,NaN,NaN
2899,The Stock Exchange Game,Commodity Speculation, Roll / Spin and Move, Stock Holding,NaN,NaN,NaN
2900,Philately,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
2905,Pancho Villa,Secret Unit Deployment, Variable Player Powers,NaN,NaN,NaN,NaN
2906,Jurassic Park III  The Spinosaurus Chase Game,Animals, Card Game, Childrens Game, Movies / TV / Radio theme, Science Fiction,NaN
2912,Hounds and Jackals  Game of the Pharaohs,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2913,Supremacy  Neutron Bombs and Killer Satellites,Expansion for Base-game, Modern Warfare, Wargame,NaN,NaN,NaN
2914,Supremacy  The Middle Powers,Economic, Expansion for Base-game, Modern Warfare, Wargame,NaN,NaN
2915,The Settlers of Catan Card Game Expansions,Trading,NaN,NaN,NaN,NaN,NaN
2923,Listen Up!,Line Drawing,NaN,NaN,NaN,NaN,NaN
2924,Mr. Ree!   The Fireside Detective,Role Playing,NaN,NaN,NaN,NaN,NaN
2926,The Goonies,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2930,The Game of Hoboken,Betting and Bluffing, Roll / Spin and Move, Trading,NaN,NaN,NaN
2931,New York in a Box,Auction/Bidding, Roll / Spin and Move, Set Collection, Trading,NaN,NaN
2934,Square Dance,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2939,Fjord,Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN,NaN
2945,Teufel nochmal!,Betting and Bluffing, Rock-Paper-Scissors,NaN,NaN,NaN,NaN
2948,Kuh & Kompagnon,Line Drawing, Tile Placement,NaN,NaN,NaN,NaN
2949,Dune  Spice Harvest,Area Majority / Influence, Team-Based Game, Variable Player Powers,NaN,NaN,NaN
2950,Dune  The Duel,Area Majority / Influence, Variable Player Powers,NaN,NaN,NaN,NaN
2951,Morecambe & Wise Game,Action / Dexterity, Movies / TV / Radio theme,NaN,NaN,NaN,NaN
2953,Trivial Pursuit  Genus II,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2954,Supremacy  Colonial Legions and Merchant Marine,Expansion for Base-game, Modern Warfare, Wargame,NaN,NaN,NaN
2959,Scrabble Word Rummy,Card Game, Word Game,NaN,NaN,NaN,NaN
2964,Underwriter,Roll / Spin and Move, Stock Holding,NaN,NaN,NaN,NaN
2966,Craonne,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2967,Middleman,Commodity Speculation,NaN,NaN,NaN,NaN,NaN
2976,Men Against Fire,Cooperative Game, Role Playing,NaN,NaN,NaN,NaN
2977,Headlines,Roll / Spin and Move, Storytelling,NaN,NaN,NaN,NaN
2982,Task Force,World War II,NaN,NaN,NaN,NaN,NaN
2983,Head to Head Golf,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
2984,Save Doctor Lucky on Moon Base Copernicus,Team-Based Game,NaN,NaN,NaN,NaN,NaN
2985,Train Raider,Crayon Rail System, Pick-up and Deliver,NaN,NaN,NaN,NaN
2992,Rythmo,Grid Movement,NaN,NaN,NaN,NaN,NaN
2993,Carcassonne  The Expansion,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
2999,Gobbos' Banquet,Action Points, Dice Rolling,NaN,NaN,NaN,NaN
3002,Circuit,Action Points, Card Drafting, Pick-up and Deliver, Roll / Spin and Move,NaN,NaN
3006,Pin Point,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3009,King of the Mountain,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3011,Supermoney,Stock Holding,NaN,NaN,NaN,NaN,NaN
3012,Group Therapy,Storytelling, Voting,NaN,NaN,NaN,NaN
3014,HiQue,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3017,Framed!,Set Collection,NaN,NaN,NaN,NaN,NaN
3019,Showdown Poker,Dice Rolling,NaN,NaN,NaN,NaN,NaN
3023,Video 221B Baker Street,Deduction, Murder/Mystery,NaN,NaN,NaN,NaN
3025,Questique,Word Game,NaN,NaN,NaN,NaN,NaN
3026,The Book of Medieval Wargames,Hexagon Grid, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3029,Sheffield Shares,Roll / Spin and Move, Stock Holding,NaN,NaN,NaN,NaN
3031,Flightplan,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
3033,Bus Boss  USA,Crayon Rail System,NaN,NaN,NaN,NaN,NaN
3038,Rhombo Continuo,Tile Placement,NaN,NaN,NaN,NaN,NaN
3042,Survival \/ The Barbarian,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3043,TurfMaster Course Collection 1,Dice Rolling, Hand Management,NaN,NaN,NaN,NaN
3055,Counterstrike,Betting and Bluffing, Roll / Spin and Move,NaN,NaN,NaN,NaN
3058,Schaumermal,Sports,NaN,NaN,NaN,NaN,NaN
3060,Detour!,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
3062,Pyramis,Tile Placement,NaN,NaN,NaN,NaN,NaN
3066,Zone X,Line Drawing,NaN,NaN,NaN,NaN,NaN
3068,Komme Gleich,Hand Management, Set Collection,NaN,NaN,NaN,NaN
3069,Triangle Game,Abstract Strategy, Print & Play, Puzzle,NaN,NaN,NaN
3073,Just Wait,Set Collection,NaN,NaN,NaN,NaN,NaN
3079,Dollars and Dibble,Cooperative Game, Roll / Spin and Move, Stock Holding, Trading,NaN,NaN
3082,Deception,Betting and Bluffing, Memory,NaN,NaN,NaN,NaN
3088,Dallas,Roll / Spin and Move, Stock Holding,NaN,NaN,NaN,NaN
3092,Spritfresser,Racing,NaN,NaN,NaN,NaN,NaN
3094,Patch Worlds,(Unknown),NaN,NaN,NaN,NaN,NaN
3098,Verdict,Role Playing,NaN,NaN,NaN,NaN,NaN
3101,Der Berg ruft,Thomas Sackl Spiele,NaN,NaN,NaN,NaN,NaN
3103,Pitagoras,Dice Rolling, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3104,Cham\u00e4leon,Tile Placement,NaN,NaN,NaN,NaN,NaN
3105,Bronco Ranch,Tile Placement,NaN,NaN,NaN,NaN,NaN
3106,Drei Chinesen mit dem Kontrabass,Singing,NaN,NaN,NaN,NaN,NaN
3111,Daumen Drauf,Trick-taking,NaN,NaN,NaN,NaN,NaN
3113,Empire,Modular Board, Roll / Spin and Move, Secret Unit Deployment,NaN,NaN,NaN
3116,Battlebikes,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
3117,Peasantry,Hand Management, Set Collection, Team-Based Game,NaN,NaN,NaN
3118,Up Front  Desert War,Campaign / Battle Card Driven, Hand Management,NaN,NaN,NaN,NaN
3120,Demono,Tile Placement,NaN,NaN,NaN,NaN,NaN
3121,Succession,Set Collection,NaN,NaN,NaN,NaN,NaN
3123,Tr\u00fcffeln Schn\u00fcffeln,franjos Spieleverlag,NaN,NaN,NaN,NaN,NaN
3126,Auf + Zu,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3131,Isaac Asimov presents Super Quiz II,Music, Travel, Trivia,NaN,NaN,NaN
3132,Isaac Asimov presents Super Quiz III,Trivia,NaN,NaN,NaN,NaN,NaN
3134,The Card Game for Lovers,Acting, Card Drafting,NaN,NaN,NaN,NaN
3135,GLE'X,Modular Board,NaN,NaN,NaN,NaN,NaN
3136,Z-Chess,Grid Movement, Modular Board,NaN,NaN,NaN,NaN
3142,Willow,Hand Management, Roll / Spin and Move,NaN,NaN,NaN,NaN
3145,Paroli,Tile Placement,NaN,NaN,NaN,NaN,NaN
3146,El Grande  Grossinquisitor und Kolonien,Area Majority / Influence, Auction/Bidding, Hand Management, Simultaneous Action Selection,NaN,NaN
3148,La Strada,Hand Management,NaN,NaN,NaN,NaN,NaN
3150,Takt Voll,Tile Placement,NaN,NaN,NaN,NaN,NaN
3151,Star Fighter,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3153,Fantasy Conflict,Card Game, Fantasy, Fighting,NaN,NaN,NaN
3158,The Home Stretch,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
3164,Rigatoni Intriganti,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
3165,Euro,Card Game,NaN,NaN,NaN,NaN,NaN
3167,The Whole Brain Game,Childrens Game, Educational, Party Game, Word Game,NaN,NaN
