objectid,publisher,publisher,publisher,publisher,publisher,publisher
13308,Zoch Verlag, 999 Games, Competo / Marektoy, Egmont Polska, Gigamic, Laser plus
218530,Asobition (u30a2u30bdu30d3u30b7u30e7u30f3), Facade Games,NaN,NaN,NaN,NaN
229491,Alderac Entertainment Group,NaN,NaN,NaN,NaN,NaN
211716,Fox in the Box, Sierra Madre Games,NaN,NaN,NaN,NaN
15511,999 Games, Hans im Glu00fcck, Rio Grande Games,NaN,NaN,NaN
157,Mayfair Games,NaN,NaN,NaN,NaN,NaN
98527,Hall or Nothing Productions, Nuts! Publishing, Panda Game Manufacturing (PandaGM), Schwerkraft-Verlag,NaN,NaN
215840,999 Games, Devir, Dino Toys s. r. o., Galakta, Giochi Uniti, IELLO
71074,Matagot, (Web published), Asmodee,NaN,NaN,NaN
146910,RASS Games, Capstone Games,NaN,NaN,NaN,NaN
2808,The Avalon Hill Game Co, Jedko Games, L2 Design Group, Wargames Research Centre Ltd.,NaN,NaN
36522,Eagle-Gryphon Games, Gen-X Games,NaN,NaN,NaN,NaN
191597,Board Game Leisure, Devir, Fullcap Games, HOT Games, Reflexshop, Schwerkraft-Verlag
171011,Bu00e9zier Games, Group SNE, Viravi Edicions,NaN,NaN,NaN
4396,KOSMOS, Rio Grande Games, Tilsit,NaN,NaN,NaN
32125,2F-Spiele, 999 Games, Arclight, Edge Entertainment, Filosofia u00c9ditions, Kaissa Chess & Games
17223,Fantasy Flight Games, ADC Blackfire Entertainment, Delta Vision Publishing, Devir, Gozoku, Heidelberger Spieleverlag
84,Columbia Games, Game Preserve,NaN,NaN,NaN,NaN
43868,Alderac Entertainment Group, Dust Games, Axel, Edge Entertainment, Fantasy Flight Games, Pegasus Spiele
261114,Pegasus Spiele, Pretzel Games,NaN,NaN,NaN,NaN
23679,Multi-Man Publishing,NaN,NaN,NaN,NaN,NaN
205418,999 Games, Asmodee, Hobby Japan, Korea Boardgames co., Lacerta, Lookout Games
73,Queen Games, db-Spiele,NaN,NaN,NaN,NaN
180592,KOSMOS,NaN,NaN,NaN,NaN,NaN
3931,Eurogames, Descartes Editeur, Smart Ltd,NaN,NaN,NaN
929,AMIGO, Bergsala Enigma, Devir, Korea Boardgames co., Play Factory, PS-Games
28089,999 Games, Bergsala Enigma, Broadway Toys LTD, Gigamic, Lautapelit.fi, Lifestyle Boardgames Ltd
24742,Edge Entertainment, Fantasy Flight Games, Galakta, Hobby World, Pro Ludo, PS-Games
151771,Baldar, Edge Entertainment, Hard Boiled Games, Quined Games,NaN,NaN
169611,Alderac Entertainment Group, Cryptozoic Entertainment, Pegasus Spiele,NaN,NaN,NaN
152765,Alderac Entertainment Group,NaN,NaN,NaN,NaN,NaN
35503,Rio Grande Games, ABACUSSPIELE,NaN,NaN,NaN,NaN
63759,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
46396,KOSMOS, Competo / Marektoy, Egmont Polska, Ku00e4rnan, Venneru00f8d Forlag AS,NaN
172996,Osprey Games, Giochix.it,NaN,NaN,NaN,NaN
254018,Asmodee Italia, Happy Baobab, Hobby Japan, Pearl Games, Rebel,NaN
22348,Asmodee, Asterion Press, Braincog, Rebel,NaN,NaN
37141,R&R Games,NaN,NaN,NaN,NaN,NaN
54137,Arclight, Blue Orange (EU), Blue Orange Games, FoxGames, Geoni, GoKids u73a9u6a02u5c0fu5b50
21954,Warfrog Games, Fantasy Flight Games,NaN,NaN,NaN,NaN
175293,Funforge, Game Harbor, Hobby Japan, Lookout Games, Mayfair Games, SD Games
188547,Banana Games, Rock Manor Games, Watermelon Publishing,NaN,NaN,NaN
172737,Sierra Madre Games, One Small Step,NaN,NaN,NaN,NaN
177478,UTSUROI,NaN,NaN,NaN,NaN,NaN
180771,IDW Games,NaN,NaN,NaN,NaN,NaN
67254,Privateer Press, Ulisses Spiele,NaN,NaN,NaN,NaN
4636,Venice Connection, Z-Man Games, Rio Grande Games, Winning Moves France, Winning Moves Germany,NaN
24703,Hasbro,NaN,NaN,NaN,NaN,NaN
123239,North Star Games, Asmodee, dV Giochi, Grow Jogos e Brinquedos, KOSMOS, Tulip Games
180852,Devir, Gamelyn Games,NaN,NaN,NaN,NaN
270673,Nu00fcrnberger-Spielkarten-Verlag, Pandasaurus Games, Popcorn Games, White Goblin Games,NaN,NaN
29223,Fundex, Gu00e9m Klub Kft., Gigamic, Kaissa Chess & Games, Lautapelit.fi, Morapiaf
1198,Set Enterprises, 999 Games, AMIGO, Bergsala Enigma, Brain Games, Compaya.hu - Gamer Cafu00e9 Kft.
134157,Surprised Stare Games Ltd, 2Tomatoes, Broadway Toys LTD, Czacha Games, Frosted Games, Tasty Minstrel Games
198487,Alderac Entertainment Group, Pegasus Spiele,NaN,NaN,NaN,NaN
98,Jedko Games, Milton Bradley, Nova Game Designs, PewterCraft,NaN,NaN
118174,Dice Hate Me Studio, One Moment Games, Rooster Games,NaN,NaN,NaN
85005,Blackrock Games, ABBA Games, Blue Orange Games, Heidelberger Spieleverlag, Jolly Thinkers, Magellan
169427,Succubus Publishing,NaN,NaN,NaN,NaN,NaN
195528,ADC Blackfire Entertainment GmbH, Stronghold Games,NaN,NaN,NaN,NaN
182189,Queen Games, Arclight, Piatnik, Rebel,NaN,NaN
124172,Calliope Games,NaN,NaN,NaN,NaN,NaN
620,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
205610,ADC Blackfire Entertainment, Asterion Press, Edge Entertainment, Fantasy Flight Games, Galakta, Heidelberger Spieleverlag
168681,Filosofia u00c9ditions, Gu00e9m Klub Kft., Z-Man Games,NaN,NaN,NaN
42124,Asmodee, Ludically,NaN,NaN,NaN,NaN
54361,Hasbro, Wizards of the Coast,NaN,NaN,NaN,NaN
232,Descartes Editeur, Eurogames, 999 Games,NaN,NaN,NaN
253214,Board&Dice, Cosmodrome Games, Delight, Fractal Juegos, KOSMOS, Lavka Games
102435,GMT Games,NaN,NaN,NaN,NaN,NaN
63543,Fantasy Flight Games, Edge Entertainment, Heidelberger Spieleverlag, Stratelibri,NaN,NaN
71906,HomoLudicus, (Self-Published), Asmodee, Ghenos Games, IELLO, Lookout Games
187653,Renegade Game Studios,NaN,NaN,NaN,NaN,NaN
227456,Themeborne Ltd., Ghenos Games, Rebel,NaN,NaN,NaN
24310,SlugFest Games, Arclight, Buru00f3, Hobby World, Pegasus Spiele, Redbox Editora (Redbox)
222542,Galu00e1pagos Jogos, Libellud, Pearl Games,NaN,NaN,NaN
31105,Adventureland Games, Z-Man Games,NaN,NaN,NaN,NaN
36811,PD-Verlag, Rio Grande Games,NaN,NaN,NaN,NaN
128442,Fantasy Flight Games, Edge Entertainment, Galakta, Giochi Uniti, Heidelberger Spieleverlag, WizKids
183231,HABA,NaN,NaN,NaN,NaN,NaN
157026,Stone Blade Entertainment,NaN,NaN,NaN,NaN,NaN
12477,Eagle-Gryphon Games, Mayday Games,NaN,NaN,NaN,NaN
442,(Unknown), Dino Toys s. r. o., Homas Spelen, Jumbo,NaN,NaN
275467,Czech Games Edition, Cranio Creations, HeidelBu00c4R Games, IELLO, Lex Games, Rebel
38718,GMT Games,NaN,NaN,NaN,NaN,NaN
9910,Edge Entertainment, Fantasy Flight Games, Galakta, Mad Mans Magic, Nexus Editrice, PS-Games
187700,Cryptozoic Entertainment, Weta Workshop,NaN,NaN,NaN,NaN
75476,White Goblin Games, Z-Man Games,NaN,NaN,NaN,NaN
223215,Origames, Renegade Game Studios,NaN,NaN,NaN,NaN
111105,8th Summit,NaN,NaN,NaN,NaN,NaN
141736,OKAZU Brand, Alderac Entertainment Group, u3076u3093u3076u3093u30b2u30fcu30e0u30ba (Bunbun Games), DMZ Games, GameField, Hobby World
41749,Games on the Brain, Quined Games,NaN,NaN,NaN,NaN
92190,Ninja Division, Soda Pop Miniatures,NaN,NaN,NaN,NaN
28259,IELLO, Smirk & Dagger Games,NaN,NaN,NaN,NaN
17710,Eagle-Gryphon Games, Edge Entertainment,NaN,NaN,NaN,NaN
41010,Hans im Glu00fcck, 999 Games, Bard Centrum Gier, Brain Games, Devir, Filosofia u00c9ditions
200853,Cwali,NaN,NaN,NaN,NaN,NaN
16267,Winning Moves Germany, Winsome Games, FoxGames, Lautapelit.fi, Nordic Games GmbH, Rio Grande Games
144239,Asmadi Games, Czacha Games,NaN,NaN,NaN,NaN
281442,Board&Dice, Game Harbor, Giant Roc, Giochix.it, Lucrum Games, Maldito Games
122240,Flying Frog Productions,NaN,NaN,NaN,NaN,NaN
163370,999 Games, Bard Centrum Gier, Filosofia u00c9ditions, Giochi Uniti, Hans im Glu00fcck, Hobby World
169416,Paizo Publishing,NaN,NaN,NaN,NaN,NaN
8190,999 Games, KOSMOS, u00dcberplay,NaN,NaN,NaN
2961,franjos Spieleverlag, Stronghold Games,NaN,NaN,NaN,NaN
27627,Fantasy Flight Games, ADC Blackfire Entertainment, Black Industries, Delta Vision Publishing, Devir, Edge Entertainment
230305,Space Cowboys,NaN,NaN,NaN,NaN,NaN
144826,IELLO, Devir, Egmont Polska, Heidelberger Spieleverlag, HomoLudicus, uplay.it edizioni
66588,Jumbo, North Star Games,NaN,NaN,NaN,NaN
230267,NSKN Games, Board&Dice, Jumping Turtle Games, Last Level, Lucrum Games, Schwerkraft-Verlag
33154,Pegasus Spiele, Z-Man Games,NaN,NaN,NaN,NaN
179303,Tasty Minstrel Games, ADC Blackfire Entertainment GmbH, Arclight, Asterion Press, Baldar, Edge Entertainment
245354,Space Cowboys,NaN,NaN,NaN,NaN,NaN
86246,Artipia Games, Giochix.it, Kaissa Chess & Games,NaN,NaN,NaN
146816,Ravensburger Spieleverlag GmbH, Fractal Juegos,NaN,NaN,NaN,NaN
19526,Catan GmbH, Filosofia u00c9ditions, Hobby World, KOSMOS, Mayfair Games, Smart Ltd
32666,TableStar Games,NaN,NaN,NaN,NaN,NaN
244916,KOSMOS, 999 Games, Albi,NaN,NaN,NaN
1107,GoKids u73a9u6a02u5c0fu5b50, Goldsieber Spiele, Heidelberger Spieleverlag, IELLO, Portal Games, Reflexshop
25224,Mind the Move, Quined White Goblin Games, Rio Grande Games, Tilsit,NaN,NaN
91620,Eagle-Gryphon Games, Pegasus Spiele,NaN,NaN,NaN,NaN
903,Zoch Verlag,NaN,NaN,NaN,NaN,NaN
67239,Mayfair Games, 999 Games, Catan GmbH, Catan Studio, Devir, Giochi Uniti
65564,Dan Verssen Games (DVG),NaN,NaN,NaN,NaN,NaN
34707,Hans im Glu00fcck, Rio Grande Games,NaN,NaN,NaN,NaN
192945,Cranio Creations, eggertspiele, Lacerta, Pegasus Spiele, Stronghold Games,NaN
66510,Arclight, Hobby World, SlugFest Games,NaN,NaN,NaN
31552,Edge Entertainment, Fantasy Flight Games, Giochi Uniti, Kaissa Chess & Games, Lautapelit.fi, Mad Mans Magic
256606,Mattel,NaN,NaN,NaN,NaN,NaN
248158,USAopoly,NaN,NaN,NaN,NaN,NaN
210296,Ninth Haven Games,NaN,NaN,NaN,NaN,NaN
120,alea, Ravensburger Spieleverlag GmbH, The Avalon Hill Game Co, F.X. Schmid, G&RRR, Gibsons
118695,Zoch Verlag,NaN,NaN,NaN,NaN,NaN
155969,Tasty Minstrel Games, (Web published), Arclight, Edge Entertainment, Frosted Games,NaN
251412,BoardGameTables.com,NaN,NaN,NaN,NaN,NaN
248065,CMON Limited, Asmodee, Edge Entertainment, Galu00e1pagos Jogos, Guillotine Games, Portal Games
57660,Asterion Press, Cru00f3mola, Kaissa Chess & Games, MINDOK, Morapiaf, R&R Games
5072,(Public Domain), (Unknown), ABRA, ASS Altenburger Spielkarten, Carrom Art, Carrom Company
75358,Competo / Marektoy, Queen Games, Winsome Games,NaN,NaN,NaN
1032,On Target Games, The Avalon Hill Game Co,NaN,NaN,NaN,NaN
193737,Fireside Games, USAopoly,NaN,NaN,NaN,NaN
272738,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
340,Doris & Frank, MINDOK, PS-Games, Rio Grande Games, Swan Panasia Co.,NaN
162388,Level 99 Games, Fire on Board Jogos,NaN,NaN,NaN,NaN
279254,Alderac Entertainment Group,NaN,NaN,NaN,NaN,NaN
81640,ElfinWerks, Golden Egg Games, HC Distribuzione, Heidelberger Spieleverlag, Placentia Games, Post  Scriptum
243759,CrowD Games, Edge Entertainment, Galu00e1pagos Jogos, Mantic Games,NaN,NaN
143404,Filosofia u00c9ditions, Z-Man Games,NaN,NaN,NaN,NaN
39217,GMT Games,NaN,NaN,NaN,NaN,NaN
218293,Final Frontier Games, PixieGames, Tcg Factory,NaN,NaN,NaN
128667,dV Giochi, ABACUSSPIELE, Albi, Bard Centrum Gier, Edge Entertainment, Hobby Japan
153064,Overworld Games, Pull the Pin Games, Broadway Toys LTD, Ediciones Primigenio, Fullcap Games, Magellan
85325,Instytut Pamiu0119ci Narodowej (IPN), HUCH!, Trefl,NaN,NaN,NaN
196526,Saashi & Saashi, Big Fun Games (Board Game), dlp games, Homosapiens Lab, Stronghold Games,NaN
168788,CMON Limited, Edge Entertainment, Pendragon Game Studio,NaN,NaN,NaN
6779,Bergsala Enigma, Diehl Medien, Inspiration Games, Lautapelit.fi, u00dcberplay,NaN
174078,Devir Games, Devir, GaGa Games, Igroljub, KOSMOS, Rebel
198525,GoKids u73a9u6a02u5c0fu5b50, Hobby Japan, Lifestyle Boardgames Ltd, Renegade Game Studios, REXhry,NaN
233571,Asmodee, Edge Entertainment, Fantasy Flight Games, Hobby World,NaN,NaN
213266,Button Shy, Quined Games, Salt & Pepper Games,NaN,NaN,NaN
123096,Stronghold Games, Asmodee,NaN,NaN,NaN,NaN
32412,(Self-Published), Adlung-Spiele, cosaic, HomoLudicus, Lucrum Games, Schmidt Spiele
176558,Lui-mu00eame, Asmodee, Asterion Press, Broadway Toys LTD, Galu00e1pagos Jogos,NaN
174837,Elephant Laboratories,NaN,NaN,NaN,NaN,NaN
89910,8th Summit, Arclight, Grey Fox Games,NaN,NaN,NaN
120217,Repos Production, Asmodee, Swan Panasia Co.,NaN,NaN,NaN
269595,Queen Games, Devir, Lautapelit.fi, Piatnik,NaN,NaN
3353,Devir, GMT Games,NaN,NaN,NaN,NaN
113289,Out of the Box Publishing, Snake Oil, AMIGO, Hasbro,NaN,NaN
42673,Dan Verssen Games (DVG),NaN,NaN,NaN,NaN,NaN
143401,Argentum Verlag,NaN,NaN,NaN,NaN,NaN
31759,Catalyst Game Labs, Fanpro, Fast Forward Entertainment, Ulisses Spiele, WizKids,NaN
49,ABACUSSPIELE, Brain Games, cutia.ro, dV Giochi, G3, HomoLudicus
181345,Bard Centrum Gier, Blue Orange (EU), Blue Orange Games, Fantasmagoria, Feelindigo, FoxMind Israel
204505,Devir, Holy Grail Games, Luma Games,NaN,NaN,NaN
246663,Lookout Games,NaN,NaN,NaN,NaN,NaN
925,(Public Domain), (Self-Published), (Web published), Aldebaran Games, Cra-Mor, Cru00f3mola
13551,Mind the Move, AMIGO, Lautapelit.fi, Rio Grande Games,NaN,NaN
15953,Edge Entertainment, Fantasy Flight Games, Mad Mans Magic, Nexus Editrice, Ubik,NaN
31624,Czech Games Edition, Heidelberger Spieleverlag, JKLM Games, Quined White Goblin Games,NaN,NaN
244995,Nu00fcrnberger-Spielkarten-Verlag, Arclight, Maldu00f3n, Oya, Pandasaurus Games, Pravi Junak
216597,Renegade Game Studios,NaN,NaN,NaN,NaN,NaN
127997,eggertspiele, Gigamic, Lautapelit.fi, Pegasus Spiele, R&R Games, White Goblin Games
220792,Pendragon Game Studio, WizKids,NaN,NaN,NaN,NaN
114031,2F-Spiele, (Web published), 999 Games, Arclight, Korea Boardgames co., Rio Grande Games
1117,(Self-Published), Asmodee, F.X. Schmid, Grow Jogos e Brinquedos, Nestlu00e9, Otto Maier Verlag
218421,Blacklist Games,NaN,NaN,NaN,NaN,NaN
187680,Daily Magic Games, Games Factory, Games Factory Publishing,NaN,NaN,NaN
249,Argentum Verlag, Walter Mu00fcllers Spielewerkstatt, Z-Man Games,NaN,NaN,NaN
217398,Action Phase Games, Indie Boards & Cards,NaN,NaN,NaN,NaN
1442,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
40760,alea, Ravensburger Spieleverlag GmbH, Rio Grande Games,NaN,NaN,NaN
85036,Czech Games Edition, Heidelberger Spieleverlag, IELLO, MINDOK, Rio Grande Games,NaN
21551,GMT Games,NaN,NaN,NaN,NaN,NaN
2570,Queen Games,NaN,NaN,NaN,NaN,NaN
424,Mayfair Games,NaN,NaN,NaN,NaN,NaN
16772,Asmodee, Nexus Editrice,NaN,NaN,NaN,NaN
204574,Moaideas Game Design, BoardM Factory, Do it games, Lucrum Games, LudoSentinel, Tasty Minstrel Games
398,AMIGO, AURUM, Eagle-Gryphon Games, Esdevium, Fantasy Flight Games, Midgaard Games
109291,Ares Games, Devir,NaN,NaN,NaN,NaN
68182,Funforge, Arclight, Delta Vision Publishing, Fantasy Flight Games, Heidelberger Spieleverlag, KADABRA
206940,999 Games, Fantasmagoria, Filosofia u00c9ditions, Giochi Uniti, Hans im Glu00fcck, Hobby World
245422,Bu00e9zier Games,NaN,NaN,NaN,NaN,NaN
119391,Hall Games, Pegasus Spiele, Tasty Minstrel Games, uplay.it edizioni,NaN,NaN
73316,Leonardo Games,NaN,NaN,NaN,NaN,NaN
228855,Rock Manor Games, Boom Boom Games, Giochix.it, Grimspire, Treetato Studio,NaN
195503,Red Raven Games,NaN,NaN,NaN,NaN,NaN
36648,Brain Games, Broadway Toys LTD, Hobby Base, Lanlalen, Ravensburger Spieleverlag GmbH, SD Games
225244,Days of Wonder, Rebel,NaN,NaN,NaN,NaN
40393,Egmont Polska, Ravensburger Spieleverlag GmbH, White Goblin Games,NaN,NaN,NaN
214032,Cephalofair Games,NaN,NaN,NaN,NaN,NaN
12166,2F-Spiele,NaN,NaN,NaN,NaN,NaN
46255,Gen-X Games, Z-Man Games,NaN,NaN,NaN,NaN
235375,ThunderGryph Games, FoxGames, GateOnGames, Tcg Factory,NaN,NaN
246200,Lookout Games,NaN,NaN,NaN,NaN,NaN
35761,Ystari Games, Rio Grande Games,NaN,NaN,NaN,NaN
252929,Blue Orange (EU), Arclight, Blue Orange Games, FoxMind Israel, Fractal Juegos, Gu00e9m Klub Kft.
62220,GMT Games,NaN,NaN,NaN,NaN,NaN
1234,AMIGO, Angry Lion Games, Asmodee, Atlas Games, Edge Entertainment, Galakta
137330,Gamewright, (Self-Published), KOSMOS,NaN,NaN,NaN
133632,Treefrog Games,NaN,NaN,NaN,NaN,NaN
58110,Cranio Creations, Galu00e1pagos Jogos, Heidelberger Spieleverlag,NaN,NaN,NaN
128898,White Goblin Games, Pandasaurus Games,NaN,NaN,NaN,NaN
40769,ABACUSSPIELE, Rio Grande Games,NaN,NaN,NaN,NaN
150293,Japon Brand, Manifest Destiny, Osprey Games,NaN,NaN,NaN
66214,Piatnik, Queen Games,NaN,NaN,NaN,NaN
166286,Dice Hate Me Studio,NaN,NaN,NaN,NaN,NaN
6901,(Public Domain), (Self-Published), Fundex, Gale Force Publishing, Lookout Games, The United States Playing Card Company
22192,MB Giochi, Milton Bradley,NaN,NaN,NaN,NaN
12589,AMIGO, Ediciones Primigenio,NaN,NaN,NaN,NaN
71061,Fantasy Flight Games, Arclight, Edge Entertainment, Galakta, Heidelberger Spieleverlag, Stratelibri
5781,alea, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
104581,Grouper Games, Marabunta,NaN,NaN,NaN,NaN
118063,Fantasy Flight Games, Arclight, Edge Entertainment, Wargames Club Publishing,NaN,NaN
118536,Common Man Games,NaN,NaN,NaN,NaN,NaN
41863,Avalon Hill Games, Wizards of the Coast,NaN,NaN,NaN,NaN
187273,Evil Hat Productions,NaN,NaN,NaN,NaN,NaN
9027,Schmidt Spiele, u00dcberplay,NaN,NaN,NaN,NaN
472,Alga, Games Workshop Ltd., Schmidt Spiele,NaN,NaN,NaN
112686,Cryptozoic Entertainment, Hobby World, NeoTroy Games,NaN,NaN,NaN
8481,Banana Games, Columbia Games,NaN,NaN,NaN,NaN
12750,JKLM Games, Prime Games, Z-Man Games,NaN,NaN,NaN
266830,BoardGameTables.com, Cubiko Games,NaN,NaN,NaN,NaN
169318,MESAboardgames, Heidelberger Spieleverlag, Rebel, Stronghold Games, YOKA Games,NaN
217083,HUCH!, Rebel, Rio Grande Games,NaN,NaN,NaN
65515,Mayfair Games,NaN,NaN,NaN,NaN,NaN
15839,Simmons Games,NaN,NaN,NaN,NaN,NaN
117,Crown & Andrews Ltd., Goliath B.V. (Board Game), KOSMOS, Rio Grande Games,NaN,NaN
181293,Portal Games, Matagot, Pegasus Spiele,NaN,NaN,NaN
148601,PHALANX, ASYNCRON games, Ediciones MasQueOca,NaN,NaN,NaN
9441,Competo / Marektoy, Corfix, Egmont Polska, Hobby World, Hobbygames Ltd., HomoLudicus
153507,999 Games, Bard Centrum Gier, Bu00e9zier Games, Competo / Marektoy, Devir, dV Giochi
66171,KOSMOS, Fantasy Flight Games, Filosofia u00c9ditions, Galakta, Giochi Uniti, Hobby World
130,Mayfair Games,NaN,NaN,NaN,NaN,NaN
36399,GMT Games,NaN,NaN,NaN,NaN,NaN
123219,hobbity.eu, Hutter Trade GmbH + Co KG, IELLO, uplay.it edizioni, Whats Your Game?,NaN
152242,Bu00e9zier Games, Siam Board Games,NaN,NaN,NaN,NaN
71882,Flying Frog Productions,NaN,NaN,NaN,NaN,NaN
230791,Mythic Games,NaN,NaN,NaN,NaN,NaN
261594,Games Workshop Ltd.,NaN,NaN,NaN,NaN,NaN
40237,Z-Man Games, KOSMOS, Mass Games, Perplext, Swan Panasia Co.,NaN
207207,Queen Games, Mu00f6bius Games,NaN,NaN,NaN,NaN
144568,Victory Point Games,NaN,NaN,NaN,NaN,NaN
245931,La Bou00eete de Jeu,NaN,NaN,NaN,NaN,NaN
158339,Alderac Entertainment Group, Bard Centrum Gier, Hobby World, MINDOK,NaN,NaN
65282,Arclight, Board Game Box, GDM Games, Japanime Games,NaN,NaN
98315,Dust Games, Edge Entertainment, Fantasy Flight Games, Kaissa Chess & Games,NaN,NaN
172503,Arcane Wonders, Games Factory Publishing, Pegasus Spiele,NaN,NaN,NaN
230889,Corvus Belli,NaN,NaN,NaN,NaN,NaN
230383,Edition Spielwiese, Act in games, Compaya.hu - Gamer Cafu00e9 Kft., Cranio Creations, Game Harbor, Hobby Japan
1219,Ravensburger Spieleverlag GmbH, AS Company, Discovery Toys, Elmark, Estrela, Grow Jogos e Brinquedos
128,Burley Games, F.X. Schmid, Spears Games, Arclight, Cappelen, Cranio Creations
88408,Alderac Entertainment Group, Galmadrin, IELLO, Pegasus Spiele,NaN,NaN
140,(Self-Published), Arclight, Clipper, Copp Clark Publishing Company, Crown & Andrews Ltd., Editorial Dos Pasos
25277,Columbia Games,NaN,NaN,NaN,NaN,NaN
7858,GMT Games,NaN,NaN,NaN,NaN,NaN
12005,Competo / Marektoy, Devir, Galakta, Kaissa Chess & Games, KOSMOS, MINDOK
29972,Quined White Goblin Games, Pro Ludo, Ystari Games, Z-Man Games,NaN,NaN
112092,Game Night Productions, Game Salute,NaN,NaN,NaN,NaN
124052,Rio Grande Games,NaN,NaN,NaN,NaN,NaN
34585,KOSMOS, 999 Games, Competo / Marektoy, Devir, Filosofia u00c9ditions, Galakta
144864,Marabunta, Stone Blade Entertainment,NaN,NaN,NaN,NaN
202977,Edinorog, Genius Games, Ludoismo, Panda Game Manufacturing (PandaGM),NaN,NaN
269511,Frosted Games, Arrakis Games, Capstone Games, Pegasus Spiele,NaN,NaN
184824,HT Publishers, Osprey Publishing,NaN,NaN,NaN,NaN
526,Abalone Games, abalone s.a., Abstract Games (magazine), Asmodee, Brio AB, Carrom Art
466,Ares Games, Devir, IELLO, Kaissa Chess & Games, Korea Boardgames co., MB Giochi
144553,Asmodee, Asterion Press, Bombyx, Gu00e9m Klub Kft., GoKids u73a9u6a02u5c0fu5b50, Rebel
173156,Asmodee,NaN,NaN,NaN,NaN,NaN
218074,Van Ryder Games,NaN,NaN,NaN,NaN,NaN
252446,R&D Games, Angry Lion Games, HUCH!,NaN,NaN,NaN
43152,Ystari Games, Rio Grande Games,NaN,NaN,NaN,NaN
231696,Big G Creative,NaN,NaN,NaN,NaN,NaN
223740,(Self-Published), Renegade Game Studios,NaN,NaN,NaN,NaN
54307,Kanai Factory, Ediciones Primigenio, F2Z Digital Media Inc., Filosofia u00c9ditions, Japon Brand, Z-Man Games
592,(Public Domain), Fundex,NaN,NaN,NaN,NaN
99,Milton Bradley,NaN,NaN,NaN,NaN,NaN
155695,Arclight, cutia.ro, Edge Entertainment, Fantasy Flight Games, Giochi Uniti, Heidelberger Spieleverlag
31483,Edge Entertainment, Fantasy Flight Games, Heidelberger Spieleverlag, Homo Ludens, Stratelibri,NaN
3720,Subbuteo Sports Games, Borras Plana S.A., Es-Es-Es, FT Champs, Hasbro, Jokari
145588,dlp games, Tasty Minstrel Games,NaN,NaN,NaN,NaN
22143,Columbia Games,NaN,NaN,NaN,NaN,NaN
161882,Capstone Games, Winsome Games,NaN,NaN,NaN,NaN
337,Su00fcddeutsche Zeitung, ABACUSSPIELE, AMIGO, Grail Games, New Games Order, OPENN PLAY
154509,Black Monk, Devir, Giochi Uniti, Hobby Japan, Hobby World, IELLO
443,Chieftain Products, DiceTree Games, Jumbo, King International, Stronghold Games,NaN
198190,Origames, Placentia Games, Post  Scriptum, Renegade Game Studios,NaN,NaN
142121,Alderac Entertainment Group, Pegasus Spiele,NaN,NaN,NaN,NaN
180199,GMT Games,NaN,NaN,NaN,NaN,NaN
280480,Feuerland Spiele, Capstone Games, Cranio Creations, Maldito Games, Super Meeple, White Goblin Games
151247,Queen Games, Rebel,NaN,NaN,NaN,NaN
20134,Lookout Games, Z-Man Games,NaN,NaN,NaN,NaN
189660,CMON Limited,NaN,NaN,NaN,NaN,NaN
193739,Conclave Editora, Ediciones MasQueOca, eggertspiele, hobbity.eu, Hobby Japan, Lautapelit.fi
244918,999 Games, Devir, Giochi Uniti, IELLO, KOSMOS, Zvezda
154182,Filosofia u00c9ditions, Hans im Glu00fcck, Z-Man Games,NaN,NaN,NaN
38531,Cwali,NaN,NaN,NaN,NaN,NaN
9341,Heidelberger Spieleverlag, Kronberger Spiele,NaN,NaN,NaN,NaN
29839,R&D Games, ABACUSSPIELE, Quined White Goblin Games, Rio Grande Games,NaN,NaN
9215,Phalanx Games B.V.,NaN,NaN,NaN,NaN,NaN
136056,cosaic, Filosofia u00c9ditions, KOSMOS, Ludonova, White Goblin Games, Z-Man Games
193728,GMT Games,NaN,NaN,NaN,NaN,NaN
123570,Ravensburger Spieleverlag GmbH, Super-Pauli,NaN,NaN,NaN,NaN
