sort_index,object_id,game_name,year_published,min_players,max_players,min_playtime,max_playtime,average,complexity,siteviews,category_1,category_2,category_3,category_4,category_5,category_6,mech_1,mech_2,mech_3,mech_4,mech_5,mech_6,users_rated
7446,25768,Long Live the King,2006,5,30,240,240,6.63898,3,52628,Medieval, murder_mystery, Negotiation,na,na,na,Acting, Card Drafting, Role Playing, Storytelling,na,na,127
7447,177513,Strife  Shadows & Steam,2016,2,2,30,60,6.64981,2,15827,card, Sci_Fi,na,na,na,na,Hand Management, Pattern Building, Simultaneous Action Selection,na,na,na,106
7448,223360,\u00a1Cobardes!,2017,2,2,10,15,6.26008,1.25,8993,card, Medieval,na,na,na,na,Hand Management, Simultaneous Action Selection, Variable Player Powers,na,na,na,192
7449,22950,Play Nine,2004,2,6,45,45,6.2396,1.1538,22690,card, Sports,na,na,na,na,Hand Management, Set Collection,na,na,na,na,225
7450,224830,Chimera & More,2017,3,5,45,90,7.5875,0,9690,card,na,na,na,na,na,Auction/Bidding, Hand Management, Ladder Climbing, Team-Based Game, Trick-taking,na,56
7451,221661,Patriots & Redcoats,2018,4,10,15,25,7.13112,1.5,23357,American Revolutionary War, Bluffing, card, Deduction, Party Game, secret_agent,Player Elimination, Secret Unit Deployment, Take That, Team-Based Game, Voting,na,98
7452,199907,Sellswords  Olympus,2017,2,2,15,15,7.03086,2,10382,Mythology,na,na,na,na,na,Card Drafting, Tile Placement,na,na,na,na,76
7453,9177,Armchair Cricket,1981,2,4,60,60,6.59113,1.9091,20141,card, Sports,na,na,na,na,Trick-taking,na,na,na,na,na,141
7454,2388,Dark Nebula,1980,2,2,90,90,6.34471,2.3214,41267,Sci_Fi, War,na,na,na,na,Hexagon Grid, Modular Board, Point to Point Movement,na,na,na,170
7455,96061,Jours de Gloire Campagne IV  Allemagne 1813,2011,2,5,120,120,7.4587,3,31126,War, War,na,na,na,na,Action Points, Point to Point Movement,na,na,na,na,69
7456,172164,Dohdles!,2015,3,6,60,60,6.60748,2,17279,Deduction, Party Game,na,na,na,na,Deduction, Party Game,na,na,na,na,127
7457,24051,Fowl Play!,2006,2,4,60,60,6.13804,2.4074,33303,Animals,na,na,na,na,na,Hand Management, Hexagon Grid, Set Collection,na,na,na,207
7458,22847,Connect6,2003,2,2,30,30,6.909,3,24942,strategy,na,na,na,na,na,Pattern Building,na,na,na,na,na,100
7459,240100,\u8272\u5f69X\u9ebb\u5409,2017,2,6,20,20,7.055,0,5569,card, Party Game,na,na,na,na,Cooperative Game, Hand Management,na,na,na,na,80
7460,13981,World in War  Combined Arms 1939-1945,2004,2,4,120,120,6.54574,2.04,65430,Miniatures, War, War,na,na,na,Area Movement, Rock-Paper-Scissors, Team-Based Game,na,na,na,141
7461,116981,Star Wars  Battle of Hoth,2012,2,4,15,15,6.01586,1.1667,67009,Sci_Fi,na,na,na,na,na,Dice Rolling, Point to Point Movement,na,na,na,na,233
7462,190266,Sans Alli\u00e9s,2016,1,2,45,60,6.95126,1.5,16462,card, War, Print & Play, War,na,na,Dice Rolling, Modular Board,na,na,na,na,87
7463,193193,Watchmen of Destiny,2016,2,4,25,45,6.26314,1.7143,16847,card,na,na,na,na,na,Card Drafting, Hand Management, Variable Phase Order,na,na,na,207
7464,170922,Boomtown Bandits,2015,2,5,30,30,6.50323,1.8,24966,American West, card, Dice, Real-time,na,na,Dice Rolling, Secret Unit Deployment, Simultaneous Action Selection, Take That,na,na,158
7465,245950,Orc-lympics,2018,2,5,10,20,6.70787,1.3333,11400,card, Fantasy,na,na,na,na,Auction/Bidding, Card Drafting, Hand Management,na,na,na,108
7466,129951,Teomachia,2012,2,4,30,30,6.35049,3.0625,33849,Ancient, Bluffing, card, Fighting, Mythology,na,Auction/Bidding, Card Drafting, Deck, Hand Management, Player Elimination,na,206
7467,8071,Tannenberg,1978,1,3,180,180,6.35641,3.0833,28717,War, War,na,na,na,na,Hexagon Grid, Simulation,na,na,na,na,156
7468,116806,Napoleon Against Russia,2015,2,4,180,180,7.98298,3,29584,War, War,na,na,na,na,Hexagon Grid, Simulation,na,na,na,na,47
7469,197076,Nemesis  Burma 1944,2018,2,2,360,600,7.77353,3.375,24660,War, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,68
7470,240905,Death Valley  Battles for the Shenandoah,2019,2,2,10,10,8.80233,4.25,21818,American War, War, War,na,na,na,Dice Rolling, Hexagon Grid, Simulation,na,na,na,43
7471,7637,The Fall of France,1981,2,2,240,240,6.79136,4,38119,War, War,na,na,na,na,Dice Rolling, Hexagon Grid,na,na,na,na,110
7472,1618,French Foreign Legion,1982,2,3,60,60,7.24265,1.75,30563,Post-War, War,na,na,na,na,Chit-Pull System,na,na,na,na,na,68
7473,148471,Vietnam Solitaire Special Edition,2013,1,2,60,60,7.28403,2.3571,44547,Print & Play, War, War,na,na,na,Action Points, Area Movement, Dice Rolling,na,na,na,72
7474,235839,Master of Wills,2017,2,4,25,45,8.41829,2,11998,card, Collectible,na,na,na,na,Area Majority / Influence, Area Movement, Deck, Variable Phase Order, Variable Player Powers,na,82
7475,282291,Escape Tales  Low Memory,2019,1,4,360,540,7.4541,2.6667,15621,card, Deduction, Puzzle, Sci_Fi,na,na,Cooperative Game,na,na,na,na,na,61
7476,65516,Ablaze!,2010,1,4,30,30,6.00907,2,42929,strategy, Environmental,na,na,na,na,Cooperative Game, Modular Board, Simulation, Tile Placement,na,na,275
7477,246532,Rick and Morty  The Pickle Rick Game,2018,1,2,30,45,6.99898,1.5,30032,Adaptation,na,na,na,na,na,Movies / TV / Radio theme,na,na,na,na,na,98
7478,38361,Borodino 20,2008,2,2,70,70,7.16204,2,19722,War, War,na,na,na,na,Campaign / Battle Card Driven, Hexagon Grid,na,na,na,na,72
7479,285554,Fire!,2019,1,2,25,25,6.58548,1.6,13977,card, Fighting, Adaptation,na,na,na,Cooperative Game, Hand Management, Solo / Solitaire Game,na,na,na,124
7480,174646,Orcs Must Die! The Board Game  Unchained Edition,2016,1,4,60,150,6.7304,2,17440,Fantasy, Fighting, Adaptation,na,na,na,Cooperative Game, Modular Board, Role Playing, Variable Player Powers,na,na,100
7481,25037,Eagles of the Empire  Spanish Eagles,2008,2,2,180,180,7.26027,2.9091,46012,War, War,na,na,na,na,Area Movement, Dice Rolling, Simulation,na,na,na,73
7482,84989,Neue Welten,2010,3,5,30,30,7.31587,1,4891,card, Party Game, Word Game,na,na,na,Card Game, Party Game, Word Game,na,na,na,63
7483,114800,Rune Wars,2012,2,2,40,40,7.2321,4,23663,card, Fantasy,na,na,na,na,Card Drafting, Hand Management,na,na,na,na,81
7484,140172,Pelican Bay,2013,2,4,40,50,6.17162,2.2,33905,strategy, Animals, Territory Building,na,na,na,Modular Board, Pattern Building, Tile Placement,na,na,na,228
7485,246531,Star Trek Fluxx,2018,2,6,10,40,6.71409,1.5,7643,card,na,na,na,na,na,Hand Management, Set Collection,na,na,na,na,110
7486,17994,Anno Domini  VIP,2004,2,8,30,30,6.98553,1.5,4452,Bluffing, card, Educational, Humor, Party Game,na,Card Drafting,na,na,na,na,na,76
7487,15173,Die Insel,2005,2,4,45,45,6.72143,1.9474,17334,Adventure, Electronic, Exploration, Fantasy, Mythology,na,Adventure, Electronic, Exploration, Fantasy, Mythology,na,98
7488,6046,Gettysburg  Lee's Greatest Gamble,1992,2,2,180,180,6.645,2.7826,33031,American War, War, War,na,na,na,Hexagon Grid, Simulation,na,na,na,na,120
7489,4881,Personal Preference,1987,2,16,40,40,6.52256,1,37838,Party Game,na,na,na,na,na,Betting and Bluffing,na,na,na,na,na,164
7490,24764,Monopoly  The Mega Edition,2006,2,8,90,90,6.05653,2.1111,121765,Economic, Negotiation,na,na,na,na,Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading,na,396
7491,8757,Nordkapp,1983,2,2,240,240,6.83172,3.2308,28646,War, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,93
7492,26315,WeyKick On Ice,2005,2,6,30,30,7.02149,1.2222,34758,Dexterity, Sports,na,na,na,na,Action / Dexterity, Sports,na,na,na,na,74
7493,3403,Rise and Fall,1989,1,6,180,180,6.51289,2.375,36363,Ancient, War,na,na,na,na,Area Majority / Influence, Area Movement, Variable Player Powers,na,na,na,128
7494,260788,Knapp Daneben!,2018,1,5,20,20,6.47864,1,9190,Dice,na,na,na,na,na,Paper-and-Pencil,na,na,na,na,na,129
7495,161820,Avec Infini Regret,2014,2,2,10,10,7.52656,3.5,20715,War, War,na,na,na,na,Dice Rolling, Hexagon Grid, Simulation,na,na,na,64
7496,141418,LEADERS  The Combined Strategy Game,2013,2,6,90,240,6.82281,2.6429,37848,Electronic, Exploration, secret_agent, War,na,na,Action Queue, Area Majority / Influence, Area Movement, Dice Rolling, Player Elimination, Secret Unit Deployment,178
7497,177096,Freedom!,2019,2,2,90,120,8.18775,2.5,35975,War,na,na,na,na,na,Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers,49
7498,2975,Origins of World War II,1971,2,5,60,60,5.95489,2.1186,74248,Negotiation, Political, War, War,na,na,Area Majority / Influence, Auction/Bidding, Variable Player Powers,na,na,na,401
7499,10672,Easy Come,2004,2,4,30,30,5.9154,1.02,34358,Dice,na,na,na,na,na,Dice Rolling, Push Your Luck,na,na,na,na,352
7500,801,Four Battles of the Crimean War,1978,2,2,120,120,6.86369,2.8182,33355,Post-War, War,na,na,na,na,Hexagon Grid, Simulation,na,na,na,na,84
7501,122701,Monolith  The Strategy Game,2013,1,4,30,30,6.32129,2.2778,37925,strategy, Dice,na,na,na,na,Dice Rolling, Modular Board, Worker Placement,na,na,na,175
7502,18212,Dungeons & Dragons Adventure Game,2000,3,6,60,60,6.41455,2.4118,52617,Adventure, Exploration, Fantasy, Fighting, Maze,na,Cooperative Game, Dice Rolling, Role Playing,na,na,na,156
7503,188908,Jewels,2016,2,5,30,60,6.7169,2.2,10919,card, Economic, Fantasy, Print & Play,na,na,Action Points, Auction/Bidding, Set Collection, Trading,na,na,129
7504,31623,Hannibal Barkas,2007,2,5,180,180,7.22043,3.0952,43422,Ancient, Economic, Political, War,na,na,Campaign / Battle Card Driven, Dice Rolling,na,na,na,na,93
7505,2174,Coup d'\u00c9tat,1966,3,4,30,30,6.49113,2.2143,41749,card,na,na,na,na,na,Hand Management, Trick-taking,na,na,na,na,124
7506,285253,Fiesta de los Muertos,2019,4,8,15,15,7.46773,1.3333,1773,Deduction, Word Game,na,na,na,na,Cooperative Game,na,na,na,na,na,66
7507,9640,Bloody Roads South,1992,1,2,240,240,7.46154,3.3,22566,American War, War,na,na,na,na,Hexagon Grid, Simulation,na,na,na,na,65
7508,208754,Wings of Glory  Tripods & Triplanes,2018,2,40,45,45,8.28704,3,29986,Aviation, Sci_Fi, War, War,na,na,Action Queue, Player Elimination, Simulation, Simultaneous Action Selection,na,na,54
7509,5768,Matanikau  Battles on the Matanikau River,1993,2,2,360,360,6.68301,3.3846,25103,War, War,na,na,na,na,Dice Rolling, Hexagon Grid, Simulation,na,na,na,103
7510,283289,ClipCut Parks,2019,1,4,30,30,6.81542,1.5,10614,Renegade Game Studios,na,na,na,na,na,Renegade Game Studios,na,na,na,na,na,97
7511,189351,Virus,2016,1,6,30,120,6.46164,3.3571,148784,Dexterity, Horror, Miniatures, Real-time, Sci_Fi, Zombies,Action Points, Cooperative Game, Modular Board, Tile Placement, Time Track, Variable Player Powers,232
7512,20907,Nature of the Beast  City vs. Suburb,2005,2,4,60,60,6.63214,2.7273,26640,Animals, card,na,na,na,na,Area Majority / Influence, Grid Movement, Take That,na,na,na,112
7513,9663,Napoleon on the Danube,1992,2,2,240,600,7.24179,2.4167,18572,War, War,na,na,na,na,Area Movement, Area-Impulse, Hexagon Grid, Secret Unit Deployment, Simulation,na,67
7514,5480,Drive on Stalingrad (first edition),1977,2,2,525,1100,6.42038,3.381,43474,War, War,na,na,na,na,Hexagon Grid, Simulation,na,na,na,na,157
7515,86445,A Victory Complete  The Battle of Tannenberg,2011,2,2,210,210,6.97434,2.3846,36185,Dice, War, War,na,na,na,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,na,na,76
7516,162391,Archaeologia,2014,2,4,40,40,6.83333,2.1667,12860,Exploration, Prehistoric,na,na,na,na,Action Points, Area Movement, Hand Management, Modular Board, Set Collection, Trading,93
7517,181268,Munchkin Christmas Lite,2015,3,4,60,60,6.85594,1.3333,8714,card, Fantasy, Fighting, Humor,na,na,Card Drafting, Dice Rolling, Take That, Variable Player Powers,na,na,101
7518,14525,Outburst Remix!,2004,4,10,30,30,6.43976,1.1429,25158,Memory, Party Game, Word Game,na,na,na,Memory,na,na,na,na,na,127
7519,174991,JunKing,2015,2,6,15,60,6.44855,1.4,21250,card, Humor,na,na,na,na,Hand Management, Set Collection, Take That,na,na,na,138
7520,276296,Finger Guns at High Noon,2019,3,8,20,10,6.73853,1.3333,10364,American West, Party Game,na,na,na,na,Simultaneous Action Selection,na,na,na,na,na,116
7521,3246,Albion  Land of Faerie,1981,2,2,120,120,6.63423,2.8125,44364,Fantasy, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,111
7522,157449,Invasion 1066  The Battle of Hastings,2014,2,2,140,140,7.25149,2.25,25465,Medieval, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,67
7523,257836,Narabi,2018,3,5,10,15,6.21759,1.3333,16618,card, Deduction,na,na,na,na,Communication Limits, Cooperative Game, Pattern Building,na,na,na,162
7524,124991,Legend  History of 1000 Miglia,2012,1,6,45,45,7.67412,2.4167,25911,Racing, Sports,na,na,na,na,Action Points, Modular Board, Simulation,na,na,na,68
7525,238676,Endogenesis,2019,1,5,45,120,6.65594,2.4545,24540,card, Fantasy, Fighting, Sci_Fi,na,na,Action Points, Card Drafting, Hand Management,na,na,na,140
7526,17534,Just4Fun,2005,2,4,25,25,5.80113,1.2545,42655,card, Math,na,na,na,na,Area Majority / Influence, Hand Management, Pattern Building,na,na,na,544
7527,265381,DANY,2019,3,8,20,30,6.83621,1,7165,Bluffing, Deduction, Party Game,na,na,na,Hidden Roles, Team-Based Game,na,na,na,na,103
7528,143657,Eternal Dynasty,2015,2,5,60,150,6.96193,3,42816,Ancient, Political, Territory Building,na,na,na,Area Majority / Influence, Network and Route Building, Time Track, Voting,na,na,88
7529,154098,1914  Germany at War,2015,1,3,60,200,8.13455,2.5455,36393,War, War,na,na,na,na,Area Movement, Dice Rolling, Secret Unit Deployment, Simulation,na,na,55
7530,171234,Skulldug!,2015,1,6,45,90,6.58446,2,23926,Adventure, Exploration, Fantasy,na,na,na,Action Points, Dice Rolling, Tile Placement, Variable Player Powers,na,na,133
7531,179251,Urban Operations,2017,1,6,90,300,7.29032,3.75,54177,Bluffing, War, War,na,na,na,Modular Board, Secret Unit Deployment, Simulation,na,na,na,93
7532,271044,UNDO  Cherry Blossom Festival,2019,2,6,45,90,6.18577,1,14394,Adventure, card, Deduction, murder_mystery,na,na,Cooperative Game, Storytelling,na,na,na,na,190
7533,434,Yucata',1996,2,4,30,30,5.8285,1.7059,41095,strategy, card, Racing,na,na,na,Hand Management, Set Collection,na,na,na,na,476
7534,129395,Monopoly Millionaire Deal Card Game,2012,2,5,15,15,5.86561,1.3,52790,card, Economic,na,na,na,na,Hand Management, Set Collection,na,na,na,na,408
7535,16196,Sword and Sail,2004,2,5,30,30,6.64714,1.8462,69917,Ancient, Civilization, War, Political, Print & Play, Territory Building,Area Majority / Influence, Area Movement,na,na,na,na,126
7536,217974,Bemused,2017,4,6,15,30,7.04604,2.75,32066,Bluffing, card, Fantasy, Negotiation,na,na,Hand Management, Take That, Variable Player Powers,na,na,na,106
7537,143487,In Her Majesty's Name,2013,2,2,10,10,7.7129,2.5,14242,Book, Miniatures, Sci_Fi, War,na,na,Dice Rolling,na,na,na,na,na,62
7538,215469,The Pyramid's Deadline,2016,2,6,20,20,6.07093,1.4444,24495,Ancient, Puzzle,na,na,na,na,Dice Rolling, Pattern Recognition, Push Your Luck, Set Collection,na,na,233
7539,12604,Box of Golf  A Classic Golf Board Game,2003,1,4,90,90,6.34926,1.3333,47274,Sports,na,na,na,na,na,Point to Point Movement,na,na,na,na,na,136
7540,249095,Blooms,2018,2,2,10,30,7.14921,2,15400,strategy, Print & Play, Territory Building,na,na,na,Area Majority / Influence,na,na,na,na,na,77
7541,158916,TAJ,2015,2,4,10,10,6.13923,2.2222,19338,Negotiation,na,na,na,na,na,Voting,na,na,na,na,na,209
7542,162480,Rise of the Kage,2015,2,4,60,60,6.77628,3.2222,85045,Adventure, Dice, Fantasy, Fighting, Renaissance,na,Dice Rolling, Modular Board, Team-Based Game,na,na,na,121
7543,19074,Ostia  The Harbor of Rome,2005,3,5,60,60,5.83515,2.4638,63275,Ancient, Economic,na,na,na,na,Auction/Bidding, Trading,na,na,na,na,486
7544,259435,Middle-earth Strategy Battle Game  The Lord Of The Rings \u2013 Battle of Pelennor Fields,2018,2,2,90,180,8.65957,0,6597,Fantasy, Miniatures, Adaptation, Adaptation, War,na,Action Points, Dice Rolling, Point to Point Movement, Variable Player Powers,na,na,47
7545,21769,Talavera,2007,2,2,120,1100,7.09775,3.7273,36566,War, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,89
7546,8,Lords of Creation,1993,2,5,120,120,6.1401,2.4,55092,Civilization, Fantasy,na,na,na,na,Modular Board,na,na,na,na,na,193
7547,32226,Liebe & Intrige,2007,2,4,45,45,6.07908,1.7949,24763,Goldsieber Spiele,na,na,na,na,na,Dice Rolling, Set Collection,na,na,na,na,251
7548,2105,Sopwith,1978,2,6,60,60,6.67411,1.8,24046,Aviation, War, War,na,na,na,Action Queue, Hexagon Grid, Simultaneous Action Selection,na,na,na,112
7549,5278,Bloody Kasserine,1992,2,2,120,120,6.37008,2.3158,24573,War, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,132
7550,55781,Warriors of Japan,2016,1,2,150,150,6.81488,2.1667,78417,Medieval, War,na,na,na,na,Area Majority / Influence, Area Movement, Dice Rolling, Simulation,na,na,82
7551,230424,Crisis at Steamfall,2019,1,4,60,120,6.74296,3.7692,60160,Adventure, Fantasy,na,na,na,na,Action Points, Area Movement, Cooperative Game, Modular Board, Role Playing, Variable Player Powers,115
7552,204143,Hexpanse,2017,2,4,30,60,6.86225,2.4,35035,strategy, card, Sci_Fi, War,na,na,Area Majority / Influence, Pattern Building, Variable Player Powers,na,na,na,151
7553,123604,Leuthen  Frederick's Greatest Victory 5 December,2012,2,2,40,40,7.19041,1.8889,21622,Age of Reason, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,73
7554,277184,Across the United States,2019,2,5,60,60,7.14478,2,6410,Trains,na,na,na,na,na,Network and Route Building, Stock Holding,na,na,na,na,67
7555,1243,Split Second,1992,3,6,30,30,6.28415,1,32896,Dexterity, Party Game, Real-time, Trivia,na,na,Action / Dexterity, Party Game, Real-time, Trivia,na,na,164
7556,100089,Inspector Moss  House Arrest,2011,1,2,30,30,7.125,1.8462,41421,Dice, murder_mystery, Print & Play,na,na,na,Dice Rolling, Modular Board, Tile Placement,na,na,na,76
7557,223669,Premi\u00e8res Gloires,2017,2,2,10,10,8.23864,3.6667,10617,War, War,na,na,na,na,Chit-Pull System, Hexagon Grid,na,na,na,na,44
7558,6937,1829 Northern Board,1981,2,9,360,360,6.86517,3.8571,16017,Economic, Trains,na,na,na,na,Network and Route Building, Stock Holding, Tile Placement,na,na,na,89
7559,2262,Mythology,1980,2,8,120,240,6.57203,3.3846,37350,Bluffing, Deduction, Fighting, Mythology,na,na,Action Queue, Betting and Bluffing,na,na,na,na,118
7560,266188,Seven Bridges,2019,1,6,15,90,8.59057,2.5,17987,Dice, Print & Play, Puzzle, Travel,na,na,Card Drafting, Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil, Variable Phase Order,53
7561,263744,Jonathan Strange & Mr Norrell  A Board Game of English Magic,2019,2,4,60,80,6.70413,2.8,65402,Adaptation,na,na,na,na,na,Point to Point Movement,na,na,na,na,na,109
7562,1375,Guadalcanal,1992,2,2,90,240,6.3875,2.7059,40542,War, War, War,na,na,na,Hexagon Grid, Secret Unit Deployment,na,na,na,na,156
7563,232216,\u0e19\u0e31\u0e01\u0e25\u0e48\u0e32\u0e22\u0e38\u0e04\u0e2b\u0e34\u0e19,2017,2,4,30,30,6.88269,1.625,15402,Animals, Dice, Prehistoric,na,na,na,Area Majority / Influence, Dice Rolling, Set Collection,na,na,na,108
7564,128252,Danube 20,2012,2,2,10,10,7.51356,2,14484,War, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,59
7565,93895,Dwarf King's Hold  Dead Rising,2011,2,2,45,45,6.75758,2.6923,76938,Exploration, Fantasy, Miniatures,na,na,na,Dice Rolling, Modular Board,na,na,na,na,99
7566,232353,Costume Party Assassins,2018,2,6,30,30,6.71402,1.3333,9505,Deduction, murder_mystery,na,na,na,na,Player Elimination, Roll / Spin and Move, Secret Unit Deployment,na,na,na,107
7567,158978,Adventure Time Card Wars  Princess Bubblegum vs. Lumpy Space Princess,2014,2,2,30,30,6.17392,1.1429,17664,card, Humor, Adaptation,na,na,na,Hand Management,na,na,na,na,na,232
7568,221408,Warriors of Jogu  Feint,2017,2,2,20,30,7.3259,2.25,17657,Bluffing, card,na,na,na,na,Hand Management, Variable Player Powers,na,na,na,na,83
7569,21829,Sherwood,2005,2,4,45,45,6.28232,2.2692,37501,Bluffing, Medieval, Political, Territory Building,na,na,Auction/Bidding,na,na,na,na,na,181
7570,2698,Frachtexpress,2001,3,4,45,45,6.31299,2.25,17051,card, Trains, Transportation,na,na,na,Hand Management, Modular Board, Pick-up and Deliver, Tile Placement,na,na,144
7571,34238,Risk  Black Ops,2008,3,5,60,60,6.8764,2.7692,162431,War, War,na,na,na,na,Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Player Elimination, Set Collection,89
7572,161762,Wakanda,2014,2,2,15,15,6.02482,1.5833,33023,Blue Orange (EU), Blue Orange Games, HUCH!,na,na,na,Push Your Luck, Set Collection,na,na,na,na,248
